sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,leftCorrect,responseLeft,confidence
47,63,19,43,48,45,23,55,29,65,59,46,62,58,29,61,18,-2,-40,-3,-14,-13,-6,-6,1,0,0,4
59,49,32,43,19,39,59,26,33,58,43,55,22,54,64,29,26,-9,-11,-12,-3,-15,-5,-3,1,0,0,3
39,64,16,34,50,54,51,51,50,15,31,49,32,58,24,40,-11,49,-15,-15,18,-4,27,11,0,1,1,3
65,35,70,56,40,41,43,27,45,33,63,48,30,33,50,13,20,2,7,8,10,8,-7,14,0,1,1,3
44,52,54,52,20,67,26,43,36,28,46,50,19,45,67,38,8,24,8,2,1,22,-41,5,0,1,0,3
37,63,35,61,38,58,24,61,25,52,61,36,26,42,17,50,12,11,-26,25,12,16,7,11,0,1,1,4
54,30,73,48,55,32,31,39,67,40,58,60,77,38,37,44,-13,-10,15,-12,-22,-6,-6,-5,1,0,0,4
28,54,74,64,56,56,51,33,58,50,65,63,42,41,44,19,-30,4,9,1,14,15,7,14,0,1,1,4
69,50,30,36,30,64,47,43,60,51,55,33,55,50,45,84,9,-1,-25,3,-25,14,2,-41,1,0,0,5
43,32,73,52,60,36,35,29,48,46,69,27,29,38,49,23,-5,-14,4,25,31,-2,-14,6,0,1,0,4
47,28,72,36,39,29,50,60,51,27,59,41,45,36,14,21,-4,1,13,-5,-6,-7,36,39,0,1,1,4
51,43,43,65,28,25,51,65,43,47,82,51,36,65,48,61,8,-4,-39,14,-8,-40,3,4,1,0,1,4
34,63,21,43,33,41,51,20,41,16,57,58,36,44,58,61,-7,47,-36,-15,-3,-3,-7,-41,1,0,0,4
50,46,36,64,23,69,48,62,33,50,49,68,37,72,50,72,17,-4,-13,-4,-14,-3,-2,-10,1,0,0,4
31,34,26,49,24,49,66,24,42,48,46,76,39,50,22,46,-11,-14,-20,-27,-15,-1,44,-22,1,0,1,4
46,42,67,49,44,78,30,57,45,34,28,67,53,28,37,59,1,8,39,-18,-9,50,-7,-2,0,1,1,4
36,38,27,39,65,70,48,51,41,72,68,75,52,53,41,40,-5,-34,-41,-36,13,17,7,11,1,0,1,3
70,42,58,32,41,53,62,28,35,17,33,30,40,47,57,63,35,25,25,2,1,6,5,-35,0,1,1,4
54,38,69,46,56,84,44,48,55,22,37,69,37,44,56,58,-1,16,32,-23,19,40,-12,-10,0,1,1,4
65,43,65,43,28,51,25,51,43,47,82,51,36,65,48,61,22,-4,-17,-8,-8,-14,-23,-10,1,0,0,4
47,36,48,63,45,25,20,61,64,47,49,67,51,50,60,20,-17,-11,-1,-4,-6,-25,-40,41,1,0,0,5
70,32,68,47,43,68,39,40,73,61,69,51,50,27,65,45,-3,-29,-1,-4,-7,41,-26,-5,1,0,1,4
61,32,49,51,55,43,36,81,38,71,51,38,21,48,45,30,23,-39,-2,13,34,-5,-9,51,0,1,1,3
35,32,48,47,17,38,23,66,64,56,65,48,25,48,33,31,-29,-24,-17,-1,-8,-10,-10,35,1,0,0,2
54,40,51,33,59,71,26,44,66,51,63,42,61,29,31,66,-12,-11,-12,-9,-2,42,-5,-22,1,0,1,3
52,61,64,21,42,49,25,44,36,20,63,39,45,16,30,46,16,41,1,-18,-3,33,-5,-2,0,1,0,4
50,56,83,45,48,31,42,44,45,55,59,18,46,26,36,54,5,1,24,27,2,5,6,-10,0,1,1,4
33,30,45,63,48,50,13,33,65,35,70,56,40,41,43,27,-32,-5,-25,7,8,9,-30,6,1,0,0,4
31,40,39,75,46,63,48,33,59,54,35,59,87,54,47,47,-28,-14,4,16,-41,9,1,-14,1,0,0,4
53,53,68,60,45,69,54,22,40,41,48,54,26,65,49,72,13,12,20,6,19,4,5,-50,0,1,1,4
42,42,68,51,31,60,78,51,59,49,59,30,49,34,20,60,-17,-7,9,21,-18,26,58,-9,0,1,1,5
36,65,38,27,48,51,70,39,41,72,68,75,52,53,41,40,-5,-7,-30,-48,-4,-2,29,-1,1,0,1,3
65,51,36,50,29,27,45,64,28,16,64,31,41,44,48,31,37,35,-28,19,-12,-17,-3,33,0,1,1,2
31,39,50,55,46,22,73,45,38,34,25,54,63,65,61,55,-7,5,25,1,-17,-43,12,-10,1,0,0,2
41,60,39,61,32,28,45,70,36,33,33,49,29,75,44,44,5,27,6,12,3,-47,1,26,0,1,1,2
55,32,64,48,25,49,71,57,39,27,26,67,55,51,40,61,16,5,38,-19,-30,-2,31,-4,0,1,1,3
47,32,46,30,70,28,60,48,69,34,59,37,40,30,67,54,-22,-2,-13,-7,30,-2,-7,-6,1,0,0,3
43,35,49,41,33,27,71,60,45,48,35,40,69,73,70,44,-2,-13,14,1,-36,-46,1,16,1,0,0,4
41,38,48,43,68,25,64,34,62,42,55,63,24,45,72,63,-21,-4,-7,-20,44,-20,-8,-29,1,0,1,2
59,60,64,39,64,27,70,58,61,65,69,24,41,45,51,50,-2,-5,-5,15,23,-18,19,8,0,1,0,3
40,39,41,75,46,22,41,53,64,51,82,46,45,51,33,51,-24,-12,-41,29,1,-29,8,2,1,0,1,2
48,49,74,42,52,45,18,46,58,26,62,47,74,39,59,44,-10,23,12,-5,-22,6,-41,2,1,0,0,2
48,65,44,52,62,69,24,35,61,38,59,64,67,70,30,45,-13,27,-15,-12,-5,-1,-6,-10,1,0,0,3
45,48,35,40,69,73,70,44,43,35,49,33,60,71,27,41,2,13,-14,7,9,2,43,3,0,1,1,3
46,44,41,31,42,72,75,50,27,23,49,44,64,25,50,51,19,21,-8,-13,-22,47,25,-1,0,1,1,3
23,43,69,65,38,46,40,35,46,33,53,63,73,28,48,48,-23,10,16,2,-35,18,-8,-13,1,0,1,2
33,33,47,72,63,46,30,55,32,51,43,67,54,33,20,47,1,-18,4,5,9,13,10,8,0,1,1,3
33,50,49,68,37,72,50,72,50,69,46,64,48,36,62,23,-17,-19,3,4,-11,36,-12,49,0,1,1,3
65,51,36,50,29,27,45,64,28,31,31,41,16,64,44,48,37,20,5,9,13,-37,1,16,0,1,1,4
56,26,37,24,34,50,22,58,32,28,42,48,49,62,36,70,24,-2,-5,-24,-15,-12,-14,-12,1,0,0,3
74,49,52,28,49,62,56,33,45,58,48,40,57,34,12,44,29,-9,4,-12,-8,28,44,-11,0,1,1,3
36,61,63,25,33,35,58,47,16,47,24,26,35,57,33,55,20,14,39,-1,-2,-22,25,-8,0,1,0,3
68,41,43,38,25,48,34,64,62,42,55,63,24,45,72,63,6,-1,-12,-25,1,3,-38,1,1,0,0,4
54,55,30,55,31,57,72,38,61,45,26,43,29,56,66,37,-7,10,4,12,2,1,6,1,0,1,1,4
32,59,46,23,32,27,49,62,54,32,30,37,72,33,45,54,-22,27,16,-14,-40,-6,4,8,1,0,1,4
25,56,36,51,63,47,72,57,75,37,25,33,52,36,43,45,-50,19,11,18,11,11,29,12,0,1,1,5
31,43,62,68,44,24,38,53,53,44,76,43,67,27,50,61,-22,-1,-14,25,-23,-3,-12,-8,1,0,0,5
60,35,50,43,15,46,37,18,30,64,56,38,71,37,34,41,30,-29,-6,5,-56,9,3,-23,1,0,0,3
86,45,42,55,39,45,47,47,37,61,61,80,40,46,48,68,49,-16,-19,-25,-1,-1,-1,-21,1,0,0,4
78,54,26,44,40,53,52,51,58,38,21,39,73,50,46,44,20,16,5,5,-33,3,6,7,0,1,0,4
26,60,74,58,33,51,51,54,35,63,49,82,40,54,53,66,-9,-3,25,-24,-7,-3,-2,-12,1,0,0,4
40,30,59,64,75,52,36,47,41,52,29,26,48,63,23,55,-1,-22,30,38,27,-11,13,-8,0,1,1,4
44,49,23,42,45,44,71,26,44,49,52,20,57,32,53,67,0,0,-29,22,-12,12,18,-41,1,0,0,5
56,30,64,47,35,28,50,23,74,56,50,42,31,68,40,41,-18,-26,14,5,4,-40,10,-18,1,0,0,3
32,36,62,64,69,33,47,55,63,49,59,32,26,37,49,22,-31,-13,3,32,43,-4,-2,33,0,1,1,3
74,62,46,38,32,53,57,32,80,32,47,39,53,54,63,54,-6,30,-1,-1,-21,-1,-6,-22,1,0,0,4
57,41,46,27,33,63,63,31,38,31,25,70,29,38,39,25,19,10,21,-43,4,25,24,6,0,1,1,4
44,19,42,63,49,49,33,22,72,40,49,39,61,56,38,26,-28,-21,-7,24,-12,-7,-5,-4,1,0,0,4
63,29,28,38,51,62,47,25,22,60,58,64,44,48,46,69,41,-31,-30,-26,7,14,1,-44,1,0,0,3
32,36,62,64,69,33,47,55,63,32,49,59,49,26,37,22,-31,4,13,5,20,7,10,33,0,1,1,2
42,48,46,76,39,50,22,46,31,34,49,26,49,66,24,24,11,14,-3,50,-10,-16,-2,22,0,1,1,2
35,24,25,56,58,16,36,44,31,24,55,56,37,55,67,36,4,0,-30,0,21,-39,-31,8,1,0,0,4
61,55,72,53,53,26,46,34,57,45,64,19,58,34,50,44,4,10,8,34,-5,-8,-4,-10,0,1,0,3
60,33,31,52,41,28,69,40,36,38,38,71,58,58,74,43,24,-5,-7,-19,-17,-30,-5,-3,1,0,1,3
45,74,63,42,40,49,26,47,41,65,59,54,49,56,24,71,4,9,4,-12,-9,-7,2,-24,1,0,0,4
69,58,48,58,58,48,19,58,33,45,35,42,67,50,37,73,36,13,13,16,-9,-2,-18,-15,0,1,0,2
69,45,75,37,49,60,35,59,49,40,74,25,39,53,60,58,20,5,1,12,10,7,-25,1,0,1,1,4
55,41,41,43,18,21,40,62,36,57,52,29,41,75,36,57,19,-16,-11,14,-23,-54,4,5,1,0,0,3
71,73,36,67,42,37,48,57,39,46,78,43,38,28,47,49,32,27,-42,24,4,9,1,8,0,1,1,3
32,57,66,36,31,54,31,27,56,59,14,38,49,55,43,56,-24,-2,52,-2,-18,-1,-12,-29,1,0,0,2
34,54,61,29,52,78,44,50,62,59,63,32,55,32,74,57,-28,-5,-2,-3,-3,46,-30,-7,1,0,1,3
42,56,36,82,54,52,58,39,36,53,32,61,29,50,56,70,6,3,4,21,25,2,2,-31,0,1,0,3
33,40,49,39,35,65,48,76,61,38,46,26,22,50,44,66,-28,2,3,13,13,15,4,10,0,1,1,3
42,56,36,82,54,52,58,39,56,36,53,32,61,29,50,70,-14,20,-17,50,-7,23,8,-31,0,1,1,2
59,55,40,81,34,55,42,44,64,79,53,26,50,63,53,51,-5,-24,-13,55,-16,-8,-11,-7,1,0,0,2
29,37,71,35,62,39,30,48,64,57,29,39,70,60,39,60,-35,-20,42,-4,-8,-21,-9,-12,1,0,1,2
29,52,74,28,46,48,58,47,48,61,52,35,25,16,31,50,-19,-9,22,-7,21,32,27,-3,0,1,0,2
57,62,57,34,73,29,59,56,46,57,37,22,62,69,56,41,11,5,20,12,11,-40,3,15,0,1,1,3
29,57,44,23,46,44,47,71,25,50,30,58,31,29,38,65,4,7,14,-35,15,15,9,6,0,1,1,2
31,22,73,39,50,55,46,45,38,34,25,54,63,65,61,55,-7,-12,48,-15,-13,-10,-15,-10,1,0,0,2
20,40,36,45,67,58,56,40,47,65,37,56,22,63,62,43,-27,-25,-1,-11,45,-5,-6,-3,1,0,1,2
74,55,34,39,55,41,70,39,68,39,39,40,15,54,47,43,6,16,-5,-1,40,-13,23,-4,0,1,0,2
52,70,62,45,71,49,27,62,44,51,41,38,67,37,79,53,8,19,21,7,4,12,-52,9,0,1,0,3
55,41,41,18,40,62,21,43,36,57,52,29,41,75,36,57,19,-16,-11,-11,-1,-13,-15,-14,1,0,0,3
55,63,19,22,51,36,41,42,65,66,24,36,30,49,44,45,-10,-3,-5,-14,21,-13,-3,-3,1,0,0,2
15,50,58,31,32,49,24,40,39,64,16,34,50,54,51,51,-24,-14,42,-3,-18,-5,-27,-11,1,0,0,4
50,40,36,71,46,45,59,22,36,80,50,48,59,42,34,49,14,-40,-14,23,-13,3,25,-27,1,0,1,3
63,32,64,58,41,45,53,22,48,38,86,66,56,47,58,44,15,-6,-22,-8,-15,-2,-5,-22,1,0,0,4
70,36,55,43,57,66,32,71,57,48,59,29,52,30,52,76,13,-12,-4,14,5,36,-20,-5,0,1,1,4
60,52,55,47,53,31,60,83,75,48,65,56,31,38,41,56,-15,4,-10,-9,22,-7,19,27,0,1,1,2
43,32,73,52,60,36,35,29,38,48,69,46,49,27,29,23,5,-16,4,6,11,9,6,6,0,1,1,3
69,35,34,37,64,50,66,46,35,37,48,51,53,62,65,19,34,-2,-14,-14,11,-12,1,27,0,1,0,2
46,44,41,31,42,72,75,50,44,27,23,25,64,51,50,49,2,17,18,6,-22,21,25,1,0,1,1,5
54,38,69,46,56,84,44,48,22,37,56,69,55,58,37,44,32,1,13,-23,1,26,7,4,0,1,1,4
73,42,45,45,39,43,39,74,48,33,33,39,63,39,18,62,25,9,12,6,-24,4,21,12,0,1,1,3
71,29,37,62,39,35,48,30,64,57,29,39,70,60,39,60,7,-28,8,23,-31,-25,9,-30,1,0,0,4
49,68,63,19,55,40,45,56,71,42,55,62,59,23,57,54,-22,26,8,-43,-4,17,-12,2,1,0,0,4
41,56,27,30,41,35,24,66,45,21,58,45,45,39,55,73,-4,35,-31,-15,-4,-4,-31,-7,1,0,0,3
69,34,59,37,40,30,67,54,32,30,47,70,46,48,28,60,37,4,12,-33,-6,-18,39,-6,0,1,1,2
49,42,56,51,52,70,17,58,60,43,37,52,65,72,28,65,-11,-1,19,-1,-13,-2,-11,-7,1,0,0,4
61,31,52,44,63,18,47,42,36,12,38,29,61,54,37,31,25,19,14,15,2,-36,10,11,0,1,0,2
33,23,39,29,67,17,45,43,45,64,31,54,50,15,44,55,-12,-41,8,-25,17,2,1,-12,1,0,0,2
68,63,49,55,40,19,56,45,71,42,55,62,59,23,57,54,-3,21,-6,-7,-19,-4,-1,-9,1,0,1,2
47,43,83,43,53,55,33,53,71,53,36,47,55,68,38,74,-24,-10,47,-4,-2,-13,-5,-21,1,0,0,2
46,42,67,49,44,78,30,57,45,34,28,67,37,59,28,53,1,8,39,-18,7,19,2,4,0,1,1,2
31,72,45,47,45,47,51,78,44,31,59,70,29,65,43,42,-13,41,-14,-23,16,-18,8,36,0,1,1,3
41,56,51,31,20,59,63,36,40,45,39,56,62,74,28,45,1,11,12,-25,-42,-15,35,-9,1,0,0,5
70,32,43,68,68,39,40,47,73,61,69,51,50,27,65,45,-3,-29,-26,17,18,12,-25,2,1,0,0,2
40,45,39,56,62,74,28,45,56,41,31,51,59,63,20,36,-16,4,8,5,3,11,8,9,0,1,1,3
47,66,48,32,46,27,23,56,60,68,52,49,50,23,40,67,-13,-2,-4,-17,-4,4,-17,-11,1,0,0,4
37,50,49,46,39,61,51,85,55,47,25,38,35,53,27,70,-18,3,24,8,4,8,24,15,0,1,1,4
38,47,53,64,31,66,59,74,56,35,71,45,37,72,42,43,-18,12,-18,19,-6,-6,17,31,0,1,1,5
32,43,51,54,33,20,47,67,33,33,47,72,63,46,30,55,-1,10,4,-18,-30,-26,17,12,1,0,1,2
37,63,35,61,38,58,24,61,25,52,36,17,42,61,26,50,12,11,-1,44,-4,-3,-2,11,0,1,1,1
61,55,72,53,53,26,46,34,57,45,64,34,50,19,44,58,4,10,8,19,3,7,2,-24,0,1,0,3
31,43,62,44,68,38,53,24,53,44,76,43,67,27,50,61,-22,-1,-14,1,1,11,3,-37,1,0,0,3
63,66,51,40,54,70,25,47,49,43,40,32,43,48,73,23,14,23,11,8,11,22,-48,24,0,1,1,2
40,49,39,53,25,74,60,58,69,45,75,37,49,60,35,59,-29,4,-36,16,-24,14,25,-1,1,0,1,4
58,75,51,25,67,47,51,61,28,62,52,42,78,51,46,41,30,13,-1,-17,-11,-4,5,20,0,1,1,2
55,36,19,41,42,22,63,51,65,66,24,36,30,49,44,45,-10,-30,-5,5,12,-27,19,6,1,0,1,2
64,33,56,49,51,33,30,21,62,59,31,69,36,32,37,39,2,-26,25,-20,15,1,-7,-18,1,0,0,4
48,50,61,25,35,16,52,31,29,52,74,28,46,48,58,47,19,-2,-13,-3,-11,-32,-6,-16,1,0,0,4
25,56,36,51,63,47,72,57,37,25,43,52,33,36,45,75,-12,31,-7,-1,30,11,27,-18,0,1,1,4
48,37,65,57,24,64,47,68,30,51,70,58,40,68,49,72,18,-14,-5,-1,-16,-4,-2,-4,1,0,0,4
64,47,49,67,51,50,60,20,47,48,36,45,63,20,61,25,17,-1,13,22,-12,30,-1,-5,0,1,1,2
48,41,70,70,51,46,26,47,44,34,30,66,43,44,72,34,4,7,40,4,8,2,-46,13,0,1,1,3
29,57,44,23,46,44,47,71,50,30,31,25,58,65,29,38,-21,27,13,-2,-12,-21,18,33,0,1,1,2
38,38,28,33,76,46,56,43,61,27,61,77,47,45,48,58,-23,11,-33,-44,29,1,8,-15,1,0,0,4
22,51,53,40,66,67,44,43,66,43,71,44,39,51,70,34,-44,8,-18,-4,27,16,-26,9,1,0,1,3
29,52,38,36,64,63,59,29,18,58,63,51,45,55,44,68,11,-6,-25,-15,19,8,15,-39,1,0,0,2
36,38,12,61,29,37,54,31,61,31,52,44,63,18,47,42,-25,7,-40,17,-34,19,7,-11,1,0,1,3
89,62,59,45,45,51,50,41,49,41,30,53,39,55,68,73,40,21,29,-8,6,-4,-18,-32,0,1,0,4
52,30,54,49,17,62,32,48,58,27,56,62,47,72,33,54,-6,3,-2,-13,-30,-10,-1,-6,1,0,1,2
57,41,46,27,33,63,63,31,38,31,25,29,38,70,25,39,19,10,21,-2,-5,-7,38,-8,0,1,1,2
35,45,37,56,71,42,43,72,38,47,53,64,31,66,59,74,-3,-2,-16,-8,40,-24,-16,-2,1,0,1,3
47,19,48,55,63,23,43,45,29,65,59,46,62,58,29,61,18,-46,-11,9,1,-35,14,-16,1,0,0,3
54,71,51,59,40,33,44,26,66,51,63,42,61,29,31,66,-12,20,-12,17,-21,4,13,-40,1,0,0,3
39,52,34,24,60,29,66,51,57,63,32,64,45,57,42,23,-18,-11,2,-40,15,-28,24,28,1,0,1,2
58,38,30,69,35,57,54,27,17,40,39,48,48,37,18,59,41,-2,-9,21,-13,20,36,-32,0,1,1,3
45,42,86,55,47,47,39,45,37,61,61,80,40,46,48,68,8,-19,25,-25,7,1,-9,-23,1,0,1,3
48,31,75,40,63,39,46,33,59,54,35,59,87,54,47,47,-11,-23,40,-19,-24,-15,-1,-14,1,0,0,3
59,29,56,58,46,60,74,33,59,29,22,59,56,52,28,47,0,0,34,-1,-10,8,46,-14,0,1,1,5
44,49,64,52,44,29,74,31,62,21,28,39,48,52,37,63,-18,28,36,13,-4,-23,37,-32,0,1,1,3
30,67,21,55,49,51,57,45,34,58,70,69,73,40,55,41,-4,9,-49,-14,-24,11,2,4,1,0,0,3
62,58,26,26,42,28,56,54,40,54,35,57,29,56,75,36,22,4,-9,-31,13,-28,-19,18,1,0,1,2
76,36,30,39,53,45,46,59,54,28,71,37,39,37,31,58,22,8,-41,2,14,8,15,1,0,1,0,3
71,73,36,67,42,37,48,57,39,78,28,46,43,38,49,47,32,-5,8,21,-1,-1,-1,10,0,1,1,3
36,49,60,65,42,57,53,19,71,60,53,42,61,27,38,61,-35,-11,7,23,-19,30,15,-42,1,0,0,3
43,43,34,73,60,26,37,51,47,36,46,44,58,79,73,47,-4,7,-12,29,2,-53,-36,4,1,0,0,3
41,61,61,35,43,67,27,36,53,71,49,42,32,66,57,29,-12,-10,12,-7,11,1,-30,7,1,0,1,3
47,65,37,56,22,63,62,43,20,40,58,40,45,67,36,56,27,25,-21,16,-23,-4,26,-13,0,1,0,3
60,49,55,20,70,37,54,52,46,31,36,26,28,42,58,68,14,18,19,-6,42,-5,-4,-16,0,1,1,2
39,52,24,60,34,51,29,66,57,63,32,64,45,57,42,23,-18,-11,-8,-4,-11,-6,-13,43,1,0,1,3
40,45,42,49,26,47,74,63,41,65,59,54,49,56,24,71,-1,-20,-17,-5,-23,-9,50,-8,1,0,0,4
36,28,38,67,46,19,50,45,44,52,54,52,20,67,26,43,-8,-24,-16,15,26,-48,24,2,1,0,1,3
36,19,48,30,27,21,61,52,67,39,52,27,25,46,59,42,-31,-20,-4,3,2,-25,2,10,1,0,1,2
60,36,58,63,41,30,47,72,55,35,54,61,64,26,27,54,5,1,4,2,-23,4,20,18,0,1,1,3
71,53,36,47,55,68,38,74,83,47,53,55,43,33,43,53,-12,6,-17,-8,12,35,-5,21,0,1,1,3
32,66,36,57,31,31,54,27,56,59,14,38,49,55,43,56,-24,7,22,19,-18,-24,11,-29,1,0,0,3
56,30,47,64,28,50,35,23,74,56,50,42,31,68,40,41,-18,-26,-3,22,-3,-18,-5,-18,1,0,0,3
51,27,59,14,36,21,41,45,47,28,72,36,39,29,50,60,4,-1,-13,-22,-3,-8,-9,-15,1,0,1,2
60,30,49,19,58,43,44,63,57,37,29,70,57,70,51,62,3,-7,20,-51,1,-27,-7,1,1,0,0,5
36,19,48,21,61,27,52,30,67,39,52,27,25,46,59,42,-31,-20,-4,-6,36,-19,-7,-12,1,0,1,2
49,57,42,36,60,65,19,53,71,60,53,42,61,27,38,61,-22,-3,-11,-6,-1,38,-19,-8,1,0,0,4
46,65,68,45,57,64,28,33,36,52,34,39,55,62,70,29,10,13,34,6,2,2,-42,4,0,1,0,4
58,63,50,65,42,41,19,44,28,54,74,64,56,56,51,33,30,9,-24,1,-14,-15,-32,11,1,0,0,5
43,21,36,47,58,63,40,65,51,12,34,31,40,51,34,58,-8,9,2,16,18,12,6,7,0,1,1,3
49,80,26,56,53,44,58,45,50,39,32,80,58,51,68,62,-1,41,-6,-24,-5,-7,-10,-17,1,0,0,5
41,61,35,36,67,61,43,27,53,71,49,42,32,66,57,29,-12,-10,-14,-6,35,-5,-14,-2,1,0,0,3
57,45,86,48,54,37,59,43,31,78,29,49,42,46,39,53,26,-33,57,-1,12,-9,20,-10,0,1,1,3
56,49,64,51,33,30,33,21,62,59,31,69,36,32,37,39,-6,-10,33,-18,-3,-2,-4,-18,1,0,0,2
44,18,42,67,63,50,48,41,63,42,43,77,29,58,63,63,-19,-24,-1,-10,34,-8,-15,-22,1,0,0,4
59,57,62,55,56,60,23,30,39,27,36,47,40,56,22,67,20,30,26,8,16,4,1,-37,0,1,0,2
44,18,50,42,48,63,67,41,63,42,43,77,29,58,63,63,-19,-24,7,-35,19,5,4,-22,1,0,1,2
22,60,58,64,44,48,46,69,63,29,28,51,38,47,25,62,-41,31,30,13,6,1,21,7,0,1,1,2
30,57,55,49,51,21,45,67,34,58,70,69,73,40,55,41,-4,-1,-15,-20,-22,-19,-10,26,1,0,1,3
48,60,59,54,59,20,53,71,41,59,47,44,23,63,44,69,7,1,12,10,36,-43,9,2,0,1,1,2
46,31,36,58,68,26,42,28,60,49,55,20,70,37,54,52,-14,-18,-19,38,-2,-11,-12,-24,1,0,0,3
60,52,55,47,53,31,60,83,56,48,31,38,41,75,56,65,4,4,24,9,12,-44,4,18,0,1,1,4
49,43,40,43,73,23,32,48,63,66,51,40,54,70,25,47,-14,-23,-11,3,19,-47,7,1,1,0,1,2
40,54,35,57,29,56,75,36,62,42,26,56,26,54,58,28,-22,12,9,1,3,2,17,8,0,1,1,3
30,64,56,38,71,37,34,41,60,50,43,35,46,15,18,37,-30,14,13,3,25,22,16,4,0,1,1,2
39,61,46,54,41,70,22,51,29,49,13,46,35,42,62,42,10,12,33,8,6,28,-40,9,0,1,1,2
45,49,43,26,27,21,58,59,56,58,49,34,41,27,26,68,-11,-9,-6,-8,-14,-6,32,-9,1,0,0,3
54,55,30,55,31,57,72,38,61,66,56,37,45,26,43,29,-7,-11,-26,18,-14,31,29,9,0,1,1,3
72,40,49,39,61,56,38,26,44,19,63,42,33,22,49,49,28,21,-14,-3,28,34,-11,-23,0,1,0,3
29,61,27,37,51,67,58,40,28,45,35,40,24,36,71,55,1,16,-8,-3,27,31,-13,-15,0,1,1,2
72,41,36,41,50,65,72,48,47,36,45,38,42,58,71,22,25,5,-9,3,8,7,1,26,0,1,1,3
38,38,28,76,33,43,46,56,61,27,61,77,47,45,48,58,-23,11,-33,-1,-14,-2,-2,-2,1,0,0,3
55,44,47,57,62,74,72,29,43,51,35,60,71,45,21,47,12,-7,12,-3,-9,29,51,-18,0,1,1,3
68,54,15,39,47,40,43,39,74,55,34,39,55,41,70,39,-6,-1,-19,0,-8,-1,-27,0,1,0,0,6
25,40,38,49,35,74,56,48,58,32,34,40,20,66,43,44,-33,8,4,9,15,8,13,4,0,1,1,3
54,22,37,64,56,65,40,47,36,21,67,47,54,57,32,41,18,1,-30,17,2,8,8,6,0,1,0,4
59,57,62,55,56,60,23,30,39,27,22,56,36,67,47,40,20,30,40,-1,20,-7,-24,-10,0,1,0,2
48,37,65,68,57,24,64,47,30,51,70,58,40,68,49,72,18,-14,-5,10,17,-44,15,-25,1,0,1,2
59,70,31,29,44,43,42,65,31,72,45,47,45,47,51,78,28,-2,-14,-18,-1,-4,-9,-13,1,0,0,5
54,32,30,37,72,33,45,54,46,59,23,32,62,32,27,49,8,-27,7,5,10,1,18,5,0,1,1,2
54,22,37,64,56,65,40,47,36,47,21,41,57,67,54,32,18,-25,16,23,-1,-2,-14,15,0,1,0,2
68,53,55,41,30,49,39,73,89,62,59,45,45,51,50,41,-21,-9,-4,-4,-15,-2,-11,32,1,0,1,2
66,43,71,44,39,51,70,34,51,40,53,43,22,44,66,67,15,3,18,1,17,7,4,-33,0,1,0,2
57,45,86,48,54,37,59,43,31,78,49,42,46,29,53,39,26,-33,37,6,8,8,6,4,0,1,1,2
53,53,68,60,45,69,54,22,72,40,41,48,49,54,65,26,-19,13,27,12,-4,15,-11,-4,0,1,1,2
58,26,62,47,74,39,59,44,48,74,49,45,52,18,46,42,10,-48,13,2,22,21,13,2,0,1,1,3
36,20,63,45,39,46,16,30,52,61,64,21,42,49,25,44,-16,-41,-1,24,-3,-3,-9,-14,1,0,0,4
27,37,36,50,39,42,47,76,81,30,53,49,51,62,44,49,-54,7,-17,1,-12,-20,3,27,1,0,0,3
28,62,42,78,52,46,41,51,58,75,51,25,67,47,51,61,-30,-13,-9,53,-15,-1,-10,-10,1,0,0,4
47,36,45,42,38,71,22,58,72,41,36,41,50,65,72,48,-25,-5,9,1,-12,6,-50,10,1,0,0,4
40,53,74,55,73,38,68,40,50,52,56,51,68,17,42,39,-10,1,18,4,5,21,26,1,0,1,0,3
34,61,54,52,29,44,78,50,62,59,63,32,55,32,74,57,-28,2,-9,20,-26,12,4,-7,1,0,1,2
25,40,38,49,35,74,56,48,40,58,43,44,32,34,20,66,-15,-18,-5,5,3,40,36,-18,0,1,1,4
41,27,30,56,35,41,66,24,45,21,58,45,45,39,55,73,-4,6,-28,11,-10,2,11,-49,1,0,0,5
41,45,61,65,51,24,69,50,59,60,64,39,64,27,70,58,-18,-15,-3,26,-13,-3,-1,-8,1,0,0,4
47,36,46,44,58,79,73,47,43,34,73,26,51,60,43,37,4,2,-27,18,7,19,30,10,0,1,0,4
33,40,49,39,35,65,48,76,46,38,61,50,44,26,22,66,-13,2,-12,-11,-9,39,26,10,0,1,1,3
24,65,52,50,55,71,44,68,75,31,38,61,62,44,50,42,-51,34,14,-11,-7,27,-6,26,0,1,1,3
36,33,29,33,44,44,49,75,41,60,39,61,32,28,45,70,-5,-27,-10,-28,12,16,4,5,1,0,0,2
61,61,23,56,25,49,52,41,14,35,62,38,23,42,47,40,47,26,-39,18,2,7,5,1,0,1,1,2
38,21,50,39,46,58,73,44,78,54,26,44,40,53,52,51,-40,-33,24,-5,6,5,21,-7,1,0,1,3
48,41,70,70,51,46,26,47,44,43,72,34,30,66,44,34,4,-2,-2,36,21,-20,-18,13,0,1,1,3
