sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,responseLeft,confidence,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
70,43,61,74,46,67,39,39,43,60,73,27,39,47,57,64,27,-17,-12,47,7,20,-18,-25,0,1,4,54.875,51.25,3.625,1,1,-3.625,14.433612391451652,10.808612391451652,24.145069372441238,47.0,-25.0,0,2.0794415416798357
53,71,51,33,57,32,48,72,49,53,46,36,67,45,66,22,4,18,5,-3,-10,-13,-18,50,0,1,4,52.125,48.0,4.125,1,1,-4.125,14.553206977616078,10.428206977616078,20.404886057020754,50.0,-18.0,0,2.0794415416798357
78,47,29,51,57,58,43,38,35,53,72,45,30,30,47,58,43,-6,-43,6,27,28,-4,-20,0,1,4,50.125,46.25,3.875,1,1,-3.875,14.386191295822533,10.511191295822533,26.40756283718738,43.0,-43.0,0,2.0794415416798357
37,56,42,37,40,52,63,14,54,32,47,58,19,46,57,63,-17,24,-5,-21,21,6,6,-49,1,1,3,42.625,47.0,-4.375,0,0,-4.375,14.570375195352154,10.195375195352154,22.616020317465228,24.0,-49.0,0,1.9061547465398496
57,70,60,66,56,52,37,24,54,57,30,60,28,43,26,59,3,13,30,6,28,9,11,-35,0,1,6,52.75,44.625,8.125,1,1,-8.125,15.094010953575815,6.969010953575815,18.69784412706449,30.0,-35.0,6,2.0794415416798357
22,49,38,68,21,46,41,45,47,47,31,74,62,34,58,38,-25,2,7,-6,-41,12,-17,7,1,0,4,41.25,48.875,-7.625,0,1,-7.625,15.030940312125075,7.405940312125075,17.363305416884195,12.0,-41.0,0,1.9061547465398496
42,56,36,77,37,68,55,53,37,61,53,34,47,77,47,35,5,-5,-17,43,-10,-9,8,18,0,0,3,53.0,48.875,4.125,1,0,-4.125,14.294375350698843,10.169375350698843,18.099982734798395,43.0,-17.0,0,2.0794415416798357
43,16,58,58,36,65,49,48,65,14,35,37,27,48,48,39,-22,2,23,21,9,17,1,9,0,1,4,46.625,39.125,7.5,1,1,-7.5,15.318289721767245,7.818289721767245,13.509256086106296,23.0,-22.0,6,1.9061547465398496
46,56,72,44,42,45,67,23,24,57,50,55,58,27,25,34,22,-1,22,-11,-16,18,42,-11,0,1,5,49.375,41.25,8.125,1,1,-8.125,15.387088743488809,7.262088743488809,19.45146202731301,42.0,-16.0,0,1.7328679513998633
26,54,47,59,24,65,50,48,40,43,48,33,38,67,25,19,-14,11,-1,26,-14,-2,25,29,0,1,3,46.625,39.125,7.5,1,1,-7.5,14.687296097875425,7.187296097875425,16.62077013859466,29.0,-14.0,0,1.9061547465398496
40,37,48,27,32,75,52,56,38,44,22,43,42,21,28,68,2,-7,26,-16,-10,54,24,-12,0,1,4,45.875,38.25,7.625,1,1,-7.625,15.294743105612028,7.669743105612028,23.06478647202267,54.0,-16.0,0,2.0794415416798357
48,52,52,41,30,20,65,33,59,56,36,44,46,24,71,43,-11,-4,16,-3,-16,-4,-6,-10,1,0,4,42.625,47.375,-4.75,0,1,-4.75,14.231420636511778,9.481420636511778,8.870597499605086,16.0,-16.0,-6,1.9061547465398496
48,44,50,44,30,27,48,77,33,27,61,26,42,48,50,14,15,17,-11,18,-12,-21,-2,63,0,1,4,46.0,37.625,8.375,1,1,-8.375,15.371917035078393,6.996917035078393,24.889443043186002,63.0,-21.0,0,2.0794415416798357
49,41,59,36,52,13,51,59,71,37,75,43,53,32,52,60,-22,4,-16,-7,-1,-19,-1,-1,1,0,5,45.0,52.875,-7.875,0,1,-7.875,15.31216836375567,7.437168363755671,9.171116344262568,4.0,-22.0,-6,1.6674619334292948
41,65,58,39,28,35,70,38,16,23,63,39,52,35,42,40,25,42,-5,0,-24,0,28,-2,0,1,5,46.75,38.75,8.0,1,1,-8.0,15.211837495845135,7.211837495845135,20.20519735117675,42.0,-24.0,0,1.9061547465398496
38,36,53,34,47,49,76,66,26,56,28,31,41,35,62,58,12,-20,25,3,6,14,14,8,0,1,6,49.875,42.125,7.75,1,1,-7.75,14.746751054610865,6.996751054610865,12.193748398257199,25.0,-20.0,6,1.9061547465398496
29,41,46,37,28,63,67,55,18,35,38,29,55,55,60,46,11,6,8,8,-27,8,7,9,0,1,6,45.75,42.0,3.75,1,1,-3.75,14.314910641239317,10.564910641239317,11.70202973846845,11.0,-27.0,6,1.6674619334292946
63,48,39,18,31,52,30,31,53,20,60,54,28,50,55,55,10,28,-21,-36,3,2,-25,-24,1,1,4,39.0,46.875,-7.875,0,0,-7.875,14.617198774046962,6.742198774046962,20.429375296371646,28.0,-36.0,0,2.0794415416798357
32,49,39,39,60,44,45,78,42,50,52,52,82,57,52,30,-10,-1,-13,-13,-22,-13,-7,48,1,1,4,48.25,52.125,-3.875,0,0,-3.875,14.28387785815416,10.40887785815416,20.38649982218625,48.0,-22.0,-6,1.6674619334292948
67,43,45,75,33,42,68,52,54,67,70,55,35,46,30,37,13,-24,-25,20,-2,-4,38,15,0,1,3,53.125,49.25,3.875,1,1,-3.875,14.574949971326374,10.699949971326374,20.429375296371646,38.0,-25.0,0,2.0794415416798357
64,48,37,17,41,30,28,52,61,48,67,61,36,21,40,52,3,0,-30,-44,5,9,-12,0,1,0,3,39.625,48.25,-8.625,0,1,-8.625,15.307813908807054,6.682813908807054,17.677227582401038,9.0,-44.0,0,1.9061547465398496
31,38,32,68,38,46,60,62,38,51,13,53,44,55,35,24,-7,-13,19,15,-6,-9,25,38,0,1,5,46.875,39.125,7.75,1,1,-7.75,14.737706741552431,6.987706741552431,17.711225254058512,38.0,-13.0,0,2.0794415416798357
40,16,38,52,59,58,32,51,20,54,49,71,58,47,60,49,20,-38,-11,-19,1,11,-28,2,1,0,4,43.25,51.0,-7.75,0,1,-7.75,14.773286702694158,7.023286702694158,18.559027452967463,20.0,-38.0,0,2.0794415416798357
41,59,26,71,41,53,48,29,73,74,33,45,48,61,56,39,-32,-15,-7,26,-7,-8,-8,-10,1,0,5,46.0,53.625,-7.625,0,1,-7.625,15.087384354707302,7.462384354707302,14.94102991764624,26.0,-32.0,-6,1.7328679513998633
75,45,44,34,41,56,38,70,36,73,38,33,40,52,34,61,39,-28,6,1,1,4,4,9,0,1,4,50.375,45.875,4.5,1,1,-4.5,14.573377554065267,10.073377554065267,16.9336942218761,39.0,-28.0,6,1.7328679513998633
78,65,53,48,70,43,47,35,69,39,50,37,60,37,42,74,9,26,3,11,10,6,5,-39,0,1,4,54.875,51.0,3.875,1,1,-3.875,14.438230500999769,10.563230500999769,17.495981681517616,26.0,-39.0,6,2.0794415416798357
70,37,51,39,57,73,47,33,30,62,65,41,48,54,21,54,40,-25,-14,-2,9,19,26,-21,0,1,4,50.875,46.875,4.0,1,1,-4.0,14.773286702694158,10.773286702694158,21.95449840010015,40.0,-25.0,0,2.0794415416798357
56,43,35,78,48,36,70,52,58,41,25,71,52,45,32,58,-2,2,10,7,-4,-9,38,-6,0,1,4,52.25,47.75,4.5,1,1,-4.5,14.89071298942174,10.39071298942174,14.017845768876187,38.0,-9.0,0,2.0794415416798357
49,27,40,61,27,62,47,63,57,48,45,67,36,78,38,69,-8,-21,-5,-6,-9,-16,9,-6,1,0,5,47.0,54.75,-7.75,0,1,-7.75,15.14760707174569,7.397607071745689,8.212033852828421,9.0,-21.0,-6,1.9061547465398496
46,36,40,70,42,76,47,43,63,37,52,74,66,28,54,58,-17,-1,-12,-4,-24,48,-7,-15,1,0,4,50.0,54.0,-4.0,0,1,-4.0,14.569374271624252,10.569374271624252,20.844663585675832,48.0,-24.0,-6,2.0794415416798357
60,47,25,50,49,61,18,42,22,49,48,61,56,76,47,58,38,-2,-23,-11,-7,-15,-29,-16,1,0,5,44.0,52.125,-8.125,0,1,-8.125,15.446547618588864,7.321547618588864,19.173142022109992,38.0,-29.0,-6,2.0794415416798357
42,22,60,58,32,62,53,32,26,51,62,67,52,64,65,38,16,-29,-2,-9,-20,-2,-12,-6,1,0,6,45.125,53.125,-8.0,0,1,-8.0,15.010551844175039,7.010551844175039,12.519984025548915,16.0,-29.0,-6,1.9061547465398496
66,76,34,41,45,65,43,40,68,49,41,50,47,83,63,42,-2,27,-7,-9,-2,-18,-20,-2,1,0,4,51.25,55.375,-4.125,0,1,-4.125,14.672962663802199,10.547962663802199,13.504050318330423,27.0,-20.0,-6,1.6674619334292948
42,35,33,65,73,42,62,50,33,69,21,57,32,38,42,44,9,-34,12,8,41,4,20,6,0,1,3,50.25,42.0,8.25,1,1,-8.25,15.072602075731096,6.822602075731096,19.472737352514155,41.0,-34.0,6,2.0794415416798357
55,60,44,62,38,19,29,53,45,31,18,55,52,25,42,57,10,29,26,7,-14,-6,-13,-4,0,1,4,45.0,40.625,4.375,1,1,-4.375,14.629735700506235,10.254735700506235,15.531721572317732,29.0,-14.0,0,2.0794415416798357
36,72,27,53,44,42,33,59,58,76,41,71,53,53,51,31,-22,-4,-14,-18,-9,-11,-18,28,1,0,5,45.75,54.25,-8.5,0,1,-8.5,14.89966442575134,6.3996644257513395,14.798648586948742,28.0,-22.0,-6,1.9061547465398496
65,41,40,71,40,29,49,32,55,50,82,45,33,70,46,51,10,-9,-42,26,7,-41,3,-19,1,0,4,45.875,54.0,-8.125,0,1,-8.125,15.259832895546399,7.134832895546399,22.893435194395796,26.0,-42.0,0,2.0794415416798357
37,67,19,52,59,47,34,45,54,60,70,65,54,61,27,35,-17,7,-51,-13,5,-14,7,10,1,0,4,45.0,53.25,-8.25,0,1,-8.25,15.0858653491715,6.835865349171501,19.149086140074676,10.0,-51.0,0,1.9061547465398496
72,35,60,34,54,70,65,49,46,82,39,33,50,52,58,45,26,-47,21,1,4,18,7,4,0,0,4,54.875,50.625,4.25,1,0,-4.25,14.44299137990465,10.19299137990465,21.176342932621772,26.0,-47.0,6,1.9061547465398496
71,47,37,71,60,44,33,45,63,29,33,50,55,41,70,37,8,18,4,21,5,3,-37,8,0,1,3,51.0,47.25,3.75,1,1,-3.75,14.310252734781917,10.560252734781917,16.58123939879043,21.0,-37.0,6,1.9061547465398496
62,47,45,40,53,58,45,87,34,68,46,42,43,44,72,30,28,-21,-1,-2,10,14,-27,57,0,1,3,54.625,47.375,7.25,1,1,-7.25,14.96217453001624,7.71217453001624,25.207885670956223,57.0,-27.0,0,2.0794415416798357
60,35,32,52,20,57,48,59,32,42,37,54,39,61,52,77,28,-7,-5,-2,-19,-4,-4,-18,1,0,3,45.375,49.25,-3.875,0,1,-3.875,14.42090496466848,10.54590496466848,13.504050318330423,28.0,-19.0,-6,1.9061547465398496
52,59,63,54,28,71,34,39,58,62,24,67,52,72,56,44,-6,-3,39,-13,-24,-1,-22,-5,1,0,4,50.0,54.375,-4.375,0,1,-4.375,14.670690735840171,10.295690735840171,18.261554561427676,39.0,-24.0,-6,2.0794415416798357
24,62,59,32,43,35,53,60,19,56,22,36,48,54,57,42,5,6,37,-4,-5,-19,-4,18,0,1,2,46.0,41.75,4.25,1,1,-4.25,14.41700384962146,10.16700384962146,15.91972047493297,37.0,-19.0,0,1.9061547465398496
43,55,86,45,48,61,62,37,49,49,30,62,33,69,32,54,-6,6,56,-17,15,-8,30,-17,0,1,3,54.625,47.25,7.375,1,1,-7.375,14.955350213218011,7.580350213218011,23.82193054729192,56.0,-17.0,0,1.9061547465398496
35,26,42,40,34,72,57,54,46,54,43,39,21,24,67,33,-11,-28,-1,1,13,48,-10,21,0,1,4,45.0,40.875,4.125,1,1,-4.125,14.762424146008902,10.637424146008902,21.75107755951415,48.0,-28.0,0,2.0794415416798357
60,34,64,24,22,40,36,48,63,42,12,46,55,41,49,49,-3,-8,52,-22,-33,-1,-13,-1,1,0,3,41.0,44.625,-3.625,0,1,-3.625,14.8018861410745,11.1768861410745,23.494347724505996,52.0,-33.0,-6,1.9061547465398496
54,70,42,28,41,53,47,25,38,83,55,46,51,62,55,36,16,-13,-13,-18,-10,-9,-8,-11,1,0,4,45.0,53.25,-8.25,0,1,-8.25,14.867750334196495,6.617750334196495,9.614442261514705,16.0,-18.0,-6,1.9061547465398496
42,63,50,56,52,41,22,20,47,14,52,60,56,44,58,47,-5,49,-2,-4,-4,-3,-36,-27,1,0,5,43.25,47.25,-4.0,0,1,-4.0,14.676511847165866,10.676511847165866,23.366642891095847,49.0,-36.0,-6,1.9061547465398496
76,58,61,65,26,51,41,54,44,50,45,84,40,57,48,33,32,8,16,-19,-14,-6,-7,21,0,1,2,54.0,50.125,3.875,1,1,-3.875,14.946432127211274,11.071432127211274,16.981147634950943,32.0,-19.0,0,2.0794415416798357
41,29,62,43,11,45,36,36,59,43,22,59,27,50,45,65,-18,-14,40,-16,-16,-5,-9,-29,1,0,4,37.875,46.25,-8.375,0,1,-8.375,15.097323162291607,6.722323162291607,19.422522364512805,40.0,-29.0,-6,1.9061547465398496
37,41,35,48,23,67,60,56,68,49,40,53,34,71,30,57,-31,-8,-5,-5,-11,-4,30,-1,1,0,3,45.875,50.25,-4.375,0,1,-4.375,14.498132063591273,10.123132063591273,15.651976712223922,30.0,-31.0,-6,1.9061547465398496
44,26,46,53,34,63,32,68,65,49,51,62,47,24,63,69,-21,-23,-5,-9,-13,39,-31,-1,1,1,2,45.75,53.75,-8.0,0,0,-8.0,14.82115605027714,6.821156050277139,20.049937655763422,39.0,-31.0,-6,2.0794415416798357
39,43,74,39,28,56,65,50,55,42,69,66,26,64,40,61,-16,1,5,-27,2,-8,25,-11,1,1,3,49.25,52.875,-3.625,0,0,-3.625,14.816516684655225,11.191516684655225,14.662345480856738,25.0,-27.0,0,2.0794415416798357
68,49,40,53,34,71,30,57,23,37,56,41,67,35,48,60,45,12,-16,12,-33,36,-18,-3,0,0,3,50.25,45.875,4.375,1,0,-4.375,14.498132063591273,10.123132063591273,25.332476685077598,45.0,-33.0,0,1.9061547465398496
63,32,30,37,53,27,55,22,42,33,31,72,60,58,57,34,21,-1,-1,-35,-7,-31,-2,-12,1,0,6,39.875,48.375,-8.5,0,1,-8.5,15.326991442115007,6.826991442115007,16.76305461424021,21.0,-35.0,-6,1.9061547465398496
26,54,47,59,24,65,50,48,67,40,43,33,19,38,48,25,-41,14,4,26,5,27,2,23,0,1,4,46.625,39.125,7.5,1,1,-7.5,14.687296097875425,7.187296097875425,20.63371028196335,27.0,-41.0,6,2.0794415416798357
43,53,55,35,41,58,82,63,56,34,53,19,37,45,66,58,-13,19,2,16,4,13,16,5,0,1,4,53.75,46.0,7.75,1,1,-7.75,15.103531595844286,7.353531595844286,9.845684333757609,19.0,-13.0,6,1.9061547465398496
64,47,49,50,40,27,66,25,49,48,14,27,51,33,26,56,15,-1,35,23,-11,-6,40,-31,0,1,3,46.0,38.0,8.0,1,1,-8.0,15.108496505829647,7.108496505829647,22.874658467395747,40.0,-31.0,0,2.0794415416798357
46,56,72,44,42,45,67,23,24,50,57,27,25,34,55,58,22,6,15,17,17,11,12,-35,0,1,6,49.375,41.25,8.125,1,1,-8.125,15.387088743488809,7.262088743488809,16.899981508865622,22.0,-35.0,6,1.9061547465398496
50,51,48,12,50,34,41,63,34,47,66,51,44,38,79,58,16,4,-18,-39,6,-4,-38,5,1,0,3,43.625,52.125,-8.5,0,1,-8.5,15.252868582663394,6.752868582663394,19.557607215607945,16.0,-39.0,0,2.0794415416798357
57,53,45,27,14,57,38,36,49,43,69,34,72,54,31,40,8,10,-24,-7,-58,3,7,-4,1,0,4,40.875,49.0,-8.125,0,1,-8.125,15.307813908807054,7.182813908807054,21.502543454205597,10.0,-58.0,0,2.0794415416798357
45,40,41,77,37,40,53,70,42,20,38,57,56,36,49,68,3,20,3,20,-19,4,4,2,0,1,5,50.375,45.75,4.625,1,1,-4.625,14.757907484915783,10.132907484915783,11.422975750652716,20.0,-19.0,6,1.559581156259877
65,62,62,65,28,44,32,61,60,66,48,32,26,39,29,49,5,-4,14,33,2,5,3,12,0,1,6,52.375,43.625,8.75,1,1,-8.75,15.192103211866355,6.442103211866355,10.580051984749414,33.0,-4.0,6,1.9061547465398496
60,66,26,48,32,49,39,29,65,62,62,65,28,44,32,61,-5,4,-36,-17,4,5,7,-32,1,1,3,43.625,52.375,-8.75,0,0,-8.75,15.192103211866355,6.442103211866355,16.307590257300433,7.0,-36.0,0,1.9061547465398496
58,54,24,67,46,34,37,64,23,51,38,63,44,23,28,51,35,3,-14,4,2,11,9,13,0,1,5,48.0,40.125,7.875,1,1,-7.875,15.079649642260703,7.204649642260703,12.868930608251798,35.0,-14.0,6,2.0794415416798357
61,45,52,24,52,65,68,38,54,44,37,43,29,64,58,18,7,1,15,-19,23,1,10,20,0,1,5,50.625,43.375,7.25,1,1,-7.25,14.997777613144333,7.747777613144333,12.47747971346778,23.0,-19.0,6,1.9061547465398496
36,48,69,37,51,76,60,64,52,66,22,46,49,47,73,56,-16,-18,47,-9,2,29,-13,8,0,1,4,55.125,51.375,3.75,1,1,-3.75,14.535015193203847,10.785015193203847,21.896061289647506,47.0,-18.0,0,2.0794415416798357
66,59,35,38,51,56,26,66,62,22,31,37,48,48,64,57,4,37,4,1,3,8,-38,9,0,1,4,49.625,46.125,3.5,1,1,-3.5,14.637281168304447,11.137281168304447,19.04599695474091,37.0,-38.0,6,1.9061547465398496
55,51,25,29,32,18,32,57,30,69,33,46,35,29,55,61,25,-18,-8,-17,-3,-11,-23,-4,1,0,4,37.375,44.75,-7.375,0,1,-7.375,15.084069963596253,7.709069963596253,13.882880644880586,25.0,-23.0,-6,2.0794415416798357
48,25,51,45,66,62,57,29,24,65,39,35,53,32,52,22,24,-40,12,10,13,30,5,7,0,1,5,47.875,40.25,7.625,1,1,-7.625,14.941971088179764,7.3169710881797645,19.678271646666534,30.0,-40.0,6,2.0794415416798357
45,25,56,50,69,23,45,53,52,64,59,44,64,76,28,47,-7,-39,-3,6,5,-53,17,6,1,1,3,45.75,54.25,-8.5,0,0,-8.5,15.257784898208522,6.757784898208522,22.901964981197573,17.0,-53.0,0,1.9061547465398496
76,41,45,66,65,34,43,40,68,49,41,50,47,83,63,42,8,-8,4,16,18,-49,-20,-2,1,0,3,51.25,55.375,-4.125,0,1,-4.125,14.672962663802199,10.547962663802199,20.593915970499637,18.0,-49.0,0,2.0794415416798357
57,48,45,67,36,78,38,69,49,61,62,27,40,27,47,63,8,-13,-17,40,-4,51,-9,6,0,1,5,54.75,47.0,7.75,1,1,-7.75,15.14760707174569,7.397607071745689,23.3866949353687,51.0,-17.0,0,2.0794415416798357
33,71,52,45,45,33,20,34,68,26,65,56,59,47,33,43,-35,45,-13,-11,-14,-14,-13,-9,1,0,3,41.625,49.625,-8.0,0,1,-8.0,15.300871434878037,7.300871434878037,21.418449990603897,45.0,-35.0,-6,1.7328679513998633
45,20,55,44,64,36,59,29,75,28,59,58,48,49,62,39,-30,-8,-4,-14,16,-13,-3,-10,1,0,5,44.0,52.25,-8.25,0,1,-8.25,14.983880227319847,6.7338802273198475,12.07010770457331,16.0,-30.0,-6,2.0794415416798357
12,30,44,41,63,45,54,47,37,57,54,42,22,65,55,65,-25,-27,-10,-1,41,-20,-1,-18,1,0,5,42.0,49.625,-7.625,0,1,-7.625,15.179893499845994,7.554893499845994,20.60301858951741,41.0,-27.0,-6,1.9061547465398496
87,54,43,53,57,40,40,59,43,28,79,54,38,43,41,40,44,26,-36,-1,19,-3,-1,19,0,1,5,54.125,45.75,8.375,1,1,-8.375,15.355644998935515,6.9806449989355155,22.582833635308038,44.0,-36.0,0,1.7328679513998633
34,46,68,30,42,43,44,72,62,47,45,40,53,58,45,87,-28,-1,23,-10,-11,-15,-1,-15,1,0,5,47.375,54.625,-7.25,0,1,-7.25,14.96217453001624,7.71217453001624,13.988834833537782,23.0,-28.0,-6,1.7328679513998633
34,24,60,59,23,34,28,31,41,61,63,25,28,37,49,56,-7,-37,-3,34,-5,-3,-21,-25,1,0,3,36.625,45.0,-8.375,0,1,-8.375,14.783859441972519,6.408859441972519,19.754350786598884,34.0,-37.0,-6,1.9061547465398496
53,20,60,54,28,50,55,55,48,63,39,52,18,31,30,31,5,-43,21,2,10,19,25,24,0,1,4,46.875,39.0,7.875,1,1,-7.875,14.617198774046962,6.742198774046962,20.87125714948671,25.0,-43.0,6,2.0794415416798357
58,59,44,49,53,39,36,14,59,29,47,65,64,51,46,25,-1,30,-3,-16,-11,-12,-10,-11,1,0,3,44.0,48.25,-4.25,0,1,-4.25,14.509192488442169,10.259192488442169,13.727253913292346,30.0,-16.0,-6,1.9061547465398496
58,63,43,56,66,46,20,42,43,64,48,72,68,48,27,56,15,-1,-5,-16,-2,-2,-7,-14,1,0,3,49.25,53.25,-4.0,0,1,-4.0,14.502873278538061,10.502873278538061,8.888194417315589,15.0,-16.0,-6,1.9061547465398496
72,20,42,59,38,50,49,41,43,15,28,53,26,62,38,38,29,5,14,6,12,-12,11,3,0,0,2,46.375,37.875,8.5,1,0,-8.5,15.357408635573906,6.857408635573906,10.828203913853857,29.0,-12.0,6,2.0794415416798357
41,59,26,48,53,71,29,41,73,74,33,45,48,61,56,39,-32,-15,-7,3,5,10,-27,2,1,1,3,46.0,53.625,-7.625,0,0,-7.625,15.087384354707302,7.462384354707302,14.576843794182608,10.0,-32.0,0,2.0794415416798357
67,43,72,42,35,49,40,27,43,42,52,28,32,44,28,73,24,1,20,14,3,5,12,-46,0,0,3,46.875,42.75,4.125,1,0,-4.125,14.79738152512126,10.67238152512126,20.404886057020754,24.0,-46.0,6,2.0794415416798357
26,32,49,28,55,46,53,71,54,75,56,33,51,36,29,58,-28,-43,-7,-5,4,10,24,13,1,1,2,45.0,49.0,-4.0,0,0,-4.0,15.05545305418162,11.05545305418162,20.73644135332772,24.0,-43.0,0,2.0794415416798357
78,47,29,51,57,58,43,38,72,35,58,45,53,47,30,30,6,12,-29,6,4,11,13,8,0,1,6,50.125,46.25,3.875,1,1,-3.875,14.386191295822533,10.511191295822533,12.78121179700892,13.0,-29.0,6,1.9061547465398496
56,42,50,63,41,52,22,20,47,14,52,60,56,44,58,47,9,28,-2,3,-15,8,-36,-27,1,0,3,43.25,47.25,-4.0,0,1,-4.0,14.676511847165866,10.676511847165866,19.570385790780925,28.0,-36.0,0,2.0794415416798357
55,25,51,18,57,32,29,32,30,69,33,46,35,29,55,61,25,-44,18,-28,22,3,-26,-29,1,0,3,37.375,44.75,-7.375,0,1,-7.375,15.084069963596253,7.709069963596253,25.602429083975608,25.0,-44.0,0,2.0794415416798357
23,58,53,45,54,56,51,79,50,56,50,39,49,54,16,67,-27,2,3,6,5,2,35,12,0,1,4,52.375,47.625,4.75,1,1,-4.75,14.922019523732928,10.172019523732928,15.793590472087086,35.0,-27.0,6,1.9061547465398496
23,58,53,45,54,56,51,79,50,50,39,49,16,67,56,54,-27,8,14,-4,38,-11,-5,25,0,1,4,52.375,47.625,4.75,1,1,-4.75,14.922019523732928,10.172019523732928,19.491985532520797,38.0,-27.0,0,2.0794415416798357
50,55,74,42,32,39,50,24,37,46,63,37,31,60,46,19,13,9,11,5,1,-21,4,5,0,1,4,45.75,42.375,3.375,1,1,-3.375,14.566943170525974,11.191943170525974,9.923929413291894,13.0,-21.0,6,1.9061547465398496
68,39,63,31,47,68,36,42,50,25,25,37,67,44,55,54,18,14,38,-6,-20,24,-19,-12,0,0,3,49.25,44.625,4.625,1,0,-4.625,14.612637224904567,9.987637224904567,20.34046152377079,38.0,-20.0,0,2.0794415416798357
41,22,60,44,55,40,63,68,35,35,46,51,60,55,13,31,6,-13,14,-7,-5,-15,50,37,0,1,4,49.125,40.75,8.375,1,1,-8.375,15.342614944439338,6.9676149444393385,22.382680246118873,50.0,-15.0,0,2.0794415416798357
61,44,24,62,62,47,31,54,36,59,40,23,25,56,64,47,25,-15,-16,39,37,-9,-33,7,0,1,3,48.125,43.75,4.375,1,1,-4.375,14.639985200356818,10.264985200356818,25.154211873958605,39.0,-33.0,0,2.0794415416798357
61,65,44,42,39,60,20,58,46,44,67,41,41,42,60,82,15,21,-23,1,-2,18,-40,-24,1,0,3,48.625,52.875,-4.25,0,1,-4.25,14.861583585428125,10.611583585428125,21.081686365184357,21.0,-40.0,0,2.0794415416798357
33,42,49,25,53,61,35,71,45,35,47,17,42,37,17,63,-12,7,2,8,11,24,18,8,0,1,4,46.125,37.875,8.25,1,1,-8.25,15.470401847829724,7.220401847829724,10.0093706095838,24.0,-12.0,6,1.9061547465398496
22,53,51,67,38,24,43,37,50,19,58,68,47,35,45,44,-28,34,-7,-1,-9,-11,-2,-7,1,0,6,41.875,45.75,-3.875,0,1,-3.875,14.49698244463309,10.62198244463309,16.297526652839075,34.0,-28.0,-6,1.9061547465398496
39,42,47,58,34,64,23,64,39,28,45,58,24,44,15,51,0,14,2,0,10,20,8,13,0,1,3,46.375,38.0,8.375,1,1,-8.375,14.810891262851133,6.435891262851133,6.817945071647322,20.0,0.0,6,1.9061547465398496
45,40,41,77,37,40,53,70,20,38,57,56,49,42,68,36,25,2,-16,21,-12,-2,-15,34,0,1,5,50.375,45.75,4.625,1,1,-4.625,14.757907484915783,10.132907484915783,18.316232554758635,34.0,-16.0,0,2.0794415416798357
30,58,49,61,34,55,29,22,62,53,37,42,33,77,53,40,-32,5,12,19,1,-22,-24,-18,1,0,3,42.25,49.625,-7.375,0,1,-7.375,14.924113597351994,7.549113597351994,17.691364418834404,19.0,-32.0,0,2.0794415416798357
43,16,58,58,36,65,49,48,48,35,65,37,39,14,48,27,-5,-19,-7,21,-3,51,1,21,0,0,2,46.625,39.125,7.5,1,0,-7.5,15.318289721767245,7.818289721767245,20.850659461993043,51.0,-19.0,0,1.9061547465398496
34,24,34,28,31,60,59,23,41,61,63,25,28,37,49,56,-7,-37,-29,3,3,23,10,-33,1,0,3,36.625,45.0,-8.375,0,1,-8.375,14.783859441972519,6.408859441972519,20.717972270470874,23.0,-37.0,0,1.9061547465398496
24,34,47,31,36,37,46,74,42,33,56,68,26,60,44,64,-18,1,-9,-37,10,-23,2,10,1,0,3,41.125,49.125,-8.0,0,1,-8.0,15.27470676205166,7.274706762051659,15.795568998931314,10.0,-37.0,0,1.9061547465398496
29,41,46,37,28,63,67,55,18,35,55,46,29,55,38,60,11,6,-9,-9,-1,8,29,-5,0,0,2,45.75,42.0,3.75,1,0,-3.75,14.314910641239317,10.564910641239317,11.92424001771182,29.0,-9.0,0,1.9061547465398496
33,39,38,41,67,73,35,48,44,54,72,45,56,69,29,39,-11,-15,-34,-4,11,4,6,9,1,0,3,46.75,51.0,-4.25,0,1,-4.25,14.564225577306425,10.314225577306425,14.263151825595912,11.0,-34.0,0,2.0794415416798357
20,39,55,50,47,72,52,43,66,47,69,61,49,75,30,46,-46,-8,-14,-11,-2,-3,22,-3,1,0,2,47.25,55.375,-8.125,0,1,-8.125,14.95200655430568,6.8270065543056795,17.58861492557046,22.0,-46.0,-6,1.9061547465398496
66,61,35,23,63,52,41,53,39,60,29,69,53,44,40,26,27,1,6,-46,10,8,1,27,0,1,5,49.25,45.0,4.25,1,1,-4.25,14.619051496819711,10.369051496819711,21.305809067012685,27.0,-46.0,6,1.7328679513998633
27,55,58,31,65,27,56,52,64,53,41,30,54,17,48,32,-37,2,17,1,11,10,8,20,0,1,3,46.375,42.375,4.0,1,1,-4.0,15.023869896490273,11.023869896490273,16.658331248957683,20.0,-37.0,6,2.0794415416798357
