sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,responseLeft,confidence,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
76,58,61,65,26,51,41,54,44,50,45,57,84,48,40,33,32,8,16,8,-58,3,1,21,0,1,2,54.0,50.125,3.875,1,1,-3.875,14.946432127211274,11.071432127211274,25.255878028688688,32.0,-58.0,6,1.9061547465398496
63,37,21,45,64,38,48,59,34,21,63,40,62,29,43,54,29,16,-42,5,2,9,5,5,0,1,2,46.875,43.25,3.625,1,1,-3.625,14.730778436095404,11.105778436095404,19.091473882338157,29.0,-42.0,6,1.6674619334292948
38,53,48,63,53,65,42,19,31,41,19,48,42,59,41,68,7,12,29,15,11,6,1,-49,0,1,3,47.625,43.625,4.0,1,1,-4.0,14.687296097875425,10.687296097875425,21.47673159491453,29.0,-49.0,6,2.0794415416798357
35,14,37,54,28,59,41,25,63,16,55,56,46,36,45,40,-28,-2,-18,-2,-18,23,-4,-15,1,1,2,36.625,44.625,-8.0,0,0,-8.0,14.818344486930156,6.818344486930156,14.568802284333465,23.0,-28.0,-6,1.7328679513998633
31,34,53,61,18,49,62,42,42,38,83,65,47,52,40,51,-11,-4,-30,-4,-29,-3,22,-9,1,0,5,43.75,52.25,-8.5,0,1,-8.5,15.388307249337076,6.8883072493370765,15.370426148939398,22.0,-30.0,-6,1.9061547465398496
40,42,24,25,37,72,52,46,41,37,38,33,40,80,53,48,-1,5,-14,-8,-3,-8,-1,-2,1,0,6,42.25,46.25,-4.0,0,1,-4.0,14.843629385474879,10.843629385474879,5.431390245600108,5.0,-14.0,-6,1.7328679513998633
62,79,58,30,64,48,57,45,42,59,39,70,60,41,30,32,20,20,19,-40,4,7,27,13,0,1,3,55.375,46.625,8.75,1,1,-8.75,14.782872972914749,6.032872972914749,19.721498421773127,27.0,-40.0,6,1.9061547465398496
58,20,63,43,46,42,56,66,43,64,48,72,68,48,27,56,15,-44,15,-29,-22,-6,29,10,1,0,3,49.25,53.25,-4.0,0,1,-4.0,14.502873278538061,10.502873278538061,23.874672772626646,29.0,-44.0,0,1.9061547465398496
39,39,43,65,74,56,28,50,55,42,69,66,26,64,40,61,-16,-3,-26,-1,48,-8,-12,-11,1,1,3,49.25,52.875,-3.625,0,0,-3.625,14.816516684655225,11.191516684655225,20.826290476222596,48.0,-26.0,-6,2.0794415416798357
39,42,47,58,34,64,23,64,39,45,28,58,44,15,51,24,0,-3,19,0,-10,49,-28,40,0,1,3,46.375,38.0,8.375,1,1,-8.375,14.810891262851133,6.435891262851133,24.222600500359164,49.0,-28.0,0,1.9061547465398496
45,69,59,38,27,35,64,58,53,40,61,67,78,32,43,47,-8,29,-2,-29,-51,3,21,11,1,1,3,49.375,52.625,-3.25,0,0,-3.25,14.818906842274163,11.568906842274163,24.5903944661325,29.0,-51.0,0,2.0794415416798357
40,59,29,42,36,40,76,46,28,52,31,21,39,62,21,51,12,7,-2,21,-3,-22,55,-5,0,1,4,46.0,38.125,7.875,1,1,-7.875,15.19416006233974,7.319160062339741,21.461812015764185,55.0,-22.0,0,2.0794415416798357
16,36,37,19,47,61,29,48,33,35,39,35,53,74,33,55,-17,1,-2,-16,-6,-13,-4,-7,1,0,6,36.625,44.625,-8.0,0,1,-8.0,15.077024463290714,7.077024463290714,6.2048368229954285,1.0,-17.0,-6,2.0794415416798357
42,56,36,77,37,68,55,53,37,34,77,61,35,53,47,47,5,22,-41,16,2,15,8,6,0,1,4,53.0,48.875,4.125,1,1,-4.125,14.294375350698843,10.169375350698843,18.16203113641203,22.0,-41.0,6,2.0794415416798357
68,26,65,56,59,47,33,43,71,20,33,45,33,52,34,45,-3,6,32,11,26,-5,-1,-2,0,1,3,49.625,41.625,8.0,1,1,-8.0,15.300871434878037,7.300871434878037,13.152946437965905,32.0,-5.0,0,2.0794415416798357
44,53,63,26,68,46,34,32,65,49,51,62,47,24,63,69,-21,4,12,-36,21,22,-29,-37,1,0,3,45.75,53.75,-8.0,0,1,-8.0,14.82115605027714,6.821156050277139,23.769728648009426,22.0,-37.0,0,2.0794415416798357
50,15,12,43,42,49,38,47,44,39,58,62,14,47,55,44,6,-24,-46,-19,28,2,-17,3,1,0,4,37.0,45.375,-8.375,0,1,-8.375,15.10946171553882,6.734461715538821,21.254043732899394,28.0,-46.0,0,2.0794415416798357
82,46,39,33,58,50,45,52,72,35,60,34,54,70,65,49,10,11,-21,-1,4,-20,-20,3,1,1,4,50.625,54.875,-4.25,0,0,-4.25,14.44299137990465,10.19299137990465,12.959070182694436,11.0,-21.0,0,1.9061547465398496
43,28,41,43,40,79,38,54,87,54,43,53,57,40,40,59,-44,-26,-2,-10,-17,39,-2,-5,1,0,2,45.75,54.125,-8.375,0,1,-8.375,15.355644998935515,6.9806449989355155,22.343553320812696,39.0,-44.0,-6,1.9061547465398496
42,76,35,73,60,45,46,63,44,66,23,68,45,41,37,51,-2,10,12,5,15,4,9,12,0,1,5,55.0,46.875,8.125,1,1,-8.125,15.079649642260703,6.954649642260703,5.134138194478212,15.0,-2.0,6,1.9061547465398496
44,56,66,58,65,22,62,48,42,57,49,53,18,51,71,49,2,-1,17,5,47,-29,-9,-1,0,1,3,52.625,48.75,3.875,1,1,-3.875,14.448615850661959,10.573615850661959,20.404886057020754,47.0,-29.0,0,1.9061547465398496
55,69,37,60,72,57,28,65,66,61,40,32,53,59,67,32,-11,8,-3,28,19,-2,-39,33,0,1,4,55.375,51.25,4.125,1,1,-4.125,14.66387283996512,10.53887283996512,21.8428334929331,33.0,-39.0,0,2.0794415416798357
30,58,34,60,52,75,48,44,45,75,44,72,57,28,56,57,-15,-17,-10,-12,-5,47,-8,-13,1,0,3,50.125,54.25,-4.125,0,1,-4.125,14.606933285258751,10.481933285258751,19.649666027696245,47.0,-17.0,-6,2.0794415416798357
35,37,28,14,54,41,59,25,63,16,55,56,46,36,45,40,-28,21,-27,-42,8,5,14,-15,1,0,4,36.625,44.625,-8.0,0,1,-8.0,14.818344486930156,6.818344486930156,21.552262062252307,21.0,-42.0,0,2.0794415416798357
59,59,56,37,44,33,72,30,22,47,35,57,69,40,36,56,37,12,21,-20,-25,-7,36,-26,0,1,3,48.75,45.25,3.5,1,1,-3.5,14.587666023048376,11.087666023048376,24.753787588973125,37.0,-26.0,0,2.0794415416798357
63,29,48,39,57,49,46,77,27,65,45,30,50,47,42,72,36,-36,3,9,7,2,4,5,0,1,4,51.0,47.25,3.75,1,1,-3.75,14.72809107341025,10.97809107341025,18.246575021082723,36.0,-36.0,6,2.0794415416798357
52,46,66,22,49,73,47,56,36,48,69,37,51,76,60,64,16,-2,-3,-15,-2,-3,-13,-8,1,0,4,51.375,55.125,-3.75,0,1,-3.75,14.535015193203847,10.785015193203847,8.856494791959175,16.0,-15.0,-6,1.7328679513998633
22,53,24,38,67,43,37,51,50,19,58,68,47,35,45,44,-28,34,-34,-30,20,8,-8,7,1,1,3,41.875,45.75,-3.875,0,0,-3.875,14.49698244463309,10.62198244463309,23.592570334747336,34.0,-34.0,0,2.0794415416798357
63,44,45,15,50,43,65,42,24,57,50,34,57,45,69,61,39,-13,-5,-19,-7,-2,-4,-19,1,0,6,45.875,49.625,-3.75,0,1,-3.75,14.717336715588184,10.967336715588184,17.297037318569906,39.0,-19.0,-6,1.9061547465398496
35,60,48,57,32,59,20,52,32,42,37,54,39,61,52,77,3,18,11,3,-7,-2,-32,-25,1,0,6,45.375,49.25,-3.875,0,1,-3.875,14.42090496466848,10.54590496466848,15.987788308581022,18.0,-32.0,0,1.9061547465398496
37,67,52,47,45,59,19,34,54,60,70,65,54,61,27,35,-17,7,-18,-18,-9,-2,-8,-1,1,0,6,45.0,53.25,-8.25,0,1,-8.25,15.0858653491715,6.835865349171501,8.59869176095992,7.0,-18.0,-6,1.9061547465398496
41,37,38,33,40,80,53,48,42,72,24,37,25,46,40,52,-1,-35,14,-4,15,34,13,-4,0,1,3,46.25,42.25,4.0,1,1,-4.0,14.843629385474879,10.843629385474879,18.96048522585854,34.0,-35.0,0,1.9061547465398496
43,31,76,56,33,37,43,46,33,56,53,51,69,78,50,39,10,-25,23,5,-36,-41,-7,7,1,0,2,45.625,53.625,-8.0,0,1,-8.0,14.705441169852742,6.705441169852742,21.914607000811127,23.0,-41.0,0,2.0794415416798357
59,29,47,65,64,51,46,25,58,59,14,44,39,53,49,36,1,-30,33,21,25,-2,-3,-11,0,1,2,48.25,44.0,4.25,1,1,-4.25,14.509192488442169,10.259192488442169,19.51121472384536,33.0,-30.0,0,2.0794415416798357
34,43,22,24,68,56,40,40,50,67,36,28,39,73,53,47,-16,-24,-14,-4,29,-17,-13,-7,1,0,6,40.875,49.125,-8.25,0,1,-8.25,15.409953493332376,7.159953493332376,15.196627915429133,29.0,-24.0,-6,2.0794415416798357
31,34,18,53,49,61,42,62,42,38,83,65,47,52,40,51,-11,-4,-65,-12,2,9,2,11,1,0,5,43.75,52.25,-8.5,0,1,-8.5,15.388307249337076,6.8883072493370765,22.74313083108832,11.0,-65.0,0,1.9061547465398496
33,27,50,42,26,14,48,61,48,44,50,44,30,27,48,77,-15,-17,0,-2,-4,-13,0,-16,1,0,6,37.625,46.0,-8.375,0,1,-8.375,15.371917035078393,6.996917035078393,7.0522602759682655,0.0,-17.0,-6,1.9061547465398496
44,65,48,47,26,57,48,76,22,63,38,39,66,45,41,60,22,2,10,8,-40,12,7,16,0,1,3,51.375,46.75,4.625,1,1,-4.625,14.708132670963595,10.083132670963595,17.782979924635804,22.0,-40.0,6,2.0794415416798357
26,51,62,67,52,64,65,38,42,60,22,32,58,32,62,53,-16,-9,40,35,-6,32,3,-15,0,1,4,53.125,45.125,8.0,1,1,-8.0,15.010551844175039,7.010551844175039,22.20360331117452,40.0,-16.0,0,2.0794415416798357
44,56,66,58,65,22,62,48,42,49,53,51,57,18,49,71,2,7,13,7,8,4,13,-23,0,1,4,52.625,48.75,3.875,1,1,-3.875,14.448615850661959,10.573615850661959,10.77540602483266,13.0,-23.0,6,1.7328679513998633
27,50,47,33,63,40,27,65,54,37,37,35,30,70,64,58,-27,13,10,-2,33,-30,-37,7,1,1,3,44.0,48.125,-4.125,0,0,-4.125,14.6990645960891,10.5740645960891,23.110806454989838,33.0,-37.0,0,2.0794415416798357
44,42,61,65,39,20,58,60,46,44,67,41,41,42,60,82,-2,-2,-6,24,-2,-22,-2,-22,1,0,3,48.625,52.875,-4.25,0,1,-4.25,14.861583585428125,10.611583585428125,13.469873793024194,24.0,-22.0,-6,1.2130075659799042
23,51,38,23,63,44,51,28,58,54,24,67,46,34,37,64,-35,-3,14,-44,17,10,14,-36,1,0,3,40.125,48.0,-7.875,0,1,-7.875,15.079649642260703,7.204649642260703,24.36923008631992,17.0,-44.0,0,1.9061547465398496
28,49,58,62,72,57,37,63,47,60,35,36,57,78,43,38,-19,-11,23,26,15,-21,-6,25,0,1,4,53.25,49.25,4.0,1,1,-4.0,14.364307617610162,10.364307617610162,18.993419913222578,26.0,-21.0,0,2.0794415416798357
27,73,37,50,29,36,56,44,32,26,53,69,65,59,60,52,-5,47,-16,-19,-36,-23,-4,-8,1,0,3,44.0,52.0,-8.0,0,1,-8.0,15.388307249337076,7.3883072493370765,23.03258561256204,47.0,-36.0,-6,2.0794415416798357
48,46,31,59,69,54,46,20,29,32,30,40,61,41,39,69,19,14,1,19,8,13,7,-49,0,1,4,46.625,42.625,4.0,1,1,-4.0,14.700907001497107,10.700907001497107,20.838665984174707,19.0,-49.0,6,1.9061547465398496
32,45,81,56,44,44,54,62,28,42,37,72,60,57,55,33,4,3,44,-16,-16,-13,-1,29,0,1,5,52.25,48.0,4.25,1,1,-4.25,14.700907001497107,10.450907001497107,20.43128728200942,44.0,-16.0,0,1.9061547465398496
29,69,32,40,41,61,30,39,48,46,31,59,69,54,46,20,-19,23,1,-19,-28,7,-16,19,1,0,3,42.625,46.625,-4.0,0,1,-4.0,14.700907001497107,10.700907001497107,17.937391114652097,23.0,-28.0,0,1.9061547465398496
44,39,58,62,14,47,55,44,50,15,47,43,12,42,49,38,-6,24,11,19,2,5,6,6,0,1,4,45.375,37.0,8.375,1,1,-8.375,15.10946171553882,6.734461715538821,8.901369276689964,24.0,-6.0,6,1.9061547465398496
56,29,31,62,46,21,49,59,58,58,41,39,40,83,44,53,-2,-29,-10,23,6,-62,5,6,1,0,3,44.125,52.0,-7.875,0,1,-7.875,15.110564736854366,7.235564736854366,24.79635809952744,23.0,-62.0,0,1.9061547465398496
77,32,58,42,36,39,42,33,49,27,48,27,27,16,37,63,28,5,10,15,9,23,5,-30,0,1,4,44.875,36.75,8.125,1,1,-8.125,15.462723994605003,7.337723994605003,16.358770583390427,28.0,-30.0,6,1.9061547465398496
78,28,52,58,46,37,41,52,25,45,29,29,66,58,45,33,53,-17,23,29,-20,-21,-4,19,0,1,4,49.0,41.25,7.75,1,1,-7.75,15.037176153342976,7.287176153342976,25.508576988926684,53.0,-21.0,0,2.0794415416798357
24,57,50,34,57,45,69,61,44,45,63,50,43,65,15,42,-20,12,-13,-16,14,-20,54,19,0,1,4,49.625,45.875,3.75,1,1,-3.75,14.717336715588184,10.967336715588184,24.31434761617099,54.0,-20.0,0,1.9061547465398496
19,56,36,22,42,54,48,57,24,62,59,32,43,35,53,60,-5,-6,-23,-10,-1,19,-5,-3,1,0,6,41.75,46.0,-4.25,0,1,-4.25,14.41700384962146,10.16700384962146,10.848386976873567,19.0,-23.0,-6,1.9061547465398496
44,70,68,44,53,36,35,28,48,41,64,43,47,17,31,21,-4,29,4,1,6,19,4,7,0,1,5,47.25,39.0,8.25,1,1,-8.25,15.456929406148772,7.206929406148772,9.946733132038881,29.0,-4.0,6,1.9061547465398496
62,68,44,46,54,69,26,42,48,47,30,43,38,51,19,70,14,21,14,3,16,18,7,-28,0,1,5,51.375,43.25,8.125,1,1,-8.125,15.032049095183265,6.907049095183265,14.692153518119799,21.0,-28.0,6,1.9061547465398496
48,47,30,51,19,70,38,43,62,68,44,46,54,69,26,42,-14,-21,-14,5,-35,1,12,1,1,0,2,43.25,51.375,-8.125,0,1,-8.125,15.032049095183265,6.907049095183265,14.581130786053597,12.0,-35.0,0,1.7328679513998633
49,60,32,78,39,39,44,45,42,50,52,52,82,57,52,30,7,10,-20,26,-43,-18,-8,15,1,1,2,48.25,52.125,-3.875,0,0,-3.875,14.28387785815416,10.40887785815416,21.11538242608928,26.0,-43.0,0,2.0794415416798357
49,14,48,27,33,26,51,56,64,47,49,50,40,27,66,25,-15,-33,-1,-23,-7,-1,-15,31,1,0,3,38.0,46.0,-8.0,0,1,-8.0,15.108496505829647,7.108496505829647,17.916472867168917,31.0,-33.0,-6,1.7328679513998633
78,28,52,58,46,37,41,52,66,25,45,29,29,58,33,45,12,3,7,29,17,-21,8,7,0,1,4,49.0,41.25,7.75,1,1,-7.75,15.037176153342976,7.287176153342976,13.254716141811564,29.0,-21.0,6,1.9061547465398496
62,67,60,26,30,53,56,52,24,53,33,62,52,33,57,61,38,14,27,-36,-22,20,-1,-9,0,1,4,50.75,46.875,3.875,1,1,-3.875,14.413968919072914,10.538968919072914,23.745723299154314,38.0,-36.0,0,2.0794415416798357
37,57,54,42,22,65,55,65,44,12,63,45,30,41,54,47,-7,45,-9,-3,-8,24,1,18,0,1,4,49.625,42.0,7.625,1,1,-7.625,15.179893499845994,7.554893499845994,18.247859463509688,45.0,-9.0,0,2.0794415416798357
20,72,55,39,50,47,43,52,66,47,69,61,49,75,30,46,-46,25,-14,-22,1,-28,13,6,1,0,3,47.25,55.375,-8.125,0,1,-8.125,14.95200655430568,6.8270065543056795,22.03087322372856,25.0,-46.0,0,2.0794415416798357
38,55,79,43,42,33,50,62,32,48,16,63,47,35,58,34,6,7,63,-20,-5,-2,-8,28,0,1,4,50.25,41.625,8.625,1,1,-8.625,15.272933575446466,6.647933575446466,24.33072902730208,63.0,-20.0,0,2.0794415416798357
32,28,62,46,39,50,44,14,39,61,69,31,35,49,30,59,-7,-33,-7,15,4,1,14,-45,1,0,3,39.375,46.625,-7.25,0,1,-7.25,14.850364754218441,7.600364754218441,20.09197601033806,15.0,-45.0,0,1.9061547465398496
41,51,35,48,57,33,59,78,49,39,27,43,56,31,51,73,-8,12,8,5,1,2,8,5,0,1,6,50.25,46.125,4.125,1,1,-4.125,14.349070817768423,10.224070817768423,5.644410952437818,12.0,-8.0,6,1.7328679513998633
50,67,36,28,39,73,53,47,34,22,43,40,24,40,68,56,16,45,-7,-12,15,33,-15,-9,0,1,4,49.125,40.875,8.25,1,1,-8.25,15.409953493332376,7.159953493332376,21.063890903629368,45.0,-15.0,0,2.0794415416798357
42,33,56,68,26,60,44,64,24,31,34,47,74,36,37,46,18,2,22,21,-48,24,7,18,0,1,4,49.125,41.125,8.0,1,1,-8.0,15.27470676205166,7.274706762051659,22.34390297150433,24.0,-48.0,6,1.9061547465398496
42,33,31,72,60,58,57,34,63,37,32,30,53,27,22,55,-21,-4,-1,42,7,31,35,-21,0,1,6,48.375,39.875,8.5,1,1,-8.5,15.326991442115007,6.826991442115007,23.2379000772445,42.0,-21.0,0,1.9061547465398496
30,49,62,33,69,49,54,32,43,55,86,45,48,61,62,37,-13,-6,-24,-12,21,-12,-8,-5,1,0,5,47.25,54.625,-7.375,0,1,-7.375,14.955350213218011,7.580350213218011,12.06169038733792,21.0,-24.0,-6,1.9061547465398496
62,53,37,42,33,77,53,40,58,30,61,34,29,55,49,22,4,23,-24,8,4,22,4,18,0,1,4,49.625,42.25,7.375,1,1,-7.375,14.924113597351994,7.549113597351994,14.097318007337424,23.0,-24.0,6,1.6674619334292948
25,57,69,60,72,56,50,45,51,55,41,81,31,39,56,47,-26,2,28,-21,41,17,-6,-2,0,1,4,54.25,50.125,4.125,1,1,-4.125,14.602368529340254,10.477368529340254,21.733830196263153,41.0,-26.0,0,2.0794415416798357
33,38,80,52,44,55,40,37,72,36,58,33,28,50,36,34,-39,2,22,19,16,5,4,3,0,1,6,47.375,43.375,4.0,1,1,-4.0,14.818344486930156,10.818344486930156,17.84656829757475,22.0,-39.0,6,2.0794415416798357
47,43,62,57,31,33,49,77,76,31,61,68,47,59,40,49,-29,12,1,-11,-16,-26,9,28,1,1,4,49.875,53.875,-4.0,0,0,-4.0,14.714505315051086,10.714505315051086,18.627936010197157,28.0,-29.0,0,2.0794415416798357
75,37,40,42,37,60,67,49,31,45,66,50,46,62,74,68,44,-8,-26,-8,-9,-2,-7,-19,1,0,3,50.875,55.25,-4.375,0,1,-4.375,14.303699987532363,9.928699987532363,19.62738838969668,44.0,-26.0,-6,1.9061547465398496
54,34,45,60,30,61,61,76,51,30,43,48,73,39,39,68,3,4,2,12,-43,22,22,8,0,0,3,52.625,48.875,3.75,1,0,-3.75,14.730919862656235,10.980919862656235,19.17517926904466,22.0,-43.0,6,1.9061547465398496
54,32,47,58,19,46,57,63,37,14,42,56,63,37,52,40,17,18,5,2,-44,9,5,23,0,0,3,47.0,42.625,4.375,1,0,-4.375,14.570375195352154,10.195375195352154,19.55720775059671,23.0,-44.0,6,1.9061547465398496
26,49,55,32,46,28,71,53,54,75,56,33,51,36,29,58,-28,-26,-1,-1,-5,-8,42,-5,1,0,2,45.0,49.0,-4.0,0,1,-4.0,15.05545305418162,11.05545305418162,20.03746490951388,42.0,-28.0,-6,1.7328679513998633
54,46,66,41,22,60,47,30,48,75,44,63,64,57,27,51,6,-29,22,-22,-42,3,20,-21,1,0,3,45.75,53.625,-7.875,0,1,-7.875,14.763553095376466,6.888553095376466,22.256670348459583,22.0,-42.0,0,2.0794415416798357
22,38,39,63,45,66,60,41,44,65,48,47,26,57,48,76,-22,-27,-9,16,19,9,12,-35,1,0,3,46.75,51.375,-4.625,0,1,-4.625,14.708132670963595,10.083132670963595,19.968334307097326,19.0,-35.0,0,2.0794415416798357
54,66,41,46,60,47,22,30,48,75,44,63,64,57,27,51,6,-9,-3,-17,-4,-10,-5,-21,1,0,6,45.75,53.625,-7.875,0,1,-7.875,14.763553095376466,6.888553095376466,7.91260860904923,6.0,-21.0,-6,2.0794415416798357
61,59,25,37,34,46,26,62,69,64,54,38,54,47,31,29,-8,-5,-29,-1,-20,-1,-5,33,1,0,5,43.75,48.25,-4.5,0,1,-4.5,14.778362561528933,10.278362561528933,16.896745248715803,33.0,-29.0,-6,1.7328679513998633
38,55,79,43,42,33,50,62,32,48,63,16,35,58,47,34,6,7,16,27,7,-25,3,28,0,1,4,50.25,41.625,8.625,1,1,-8.625,15.272933575446466,6.647933575446466,15.579935012701434,28.0,-25.0,6,1.9061547465398496
32,45,81,56,44,44,54,62,28,42,72,55,60,37,33,57,4,3,9,1,-16,7,21,5,0,1,5,52.25,48.0,4.25,1,1,-4.25,14.700907001497107,10.450907001497107,9.575359001102779,21.0,-16.0,6,2.0794415416798357
36,73,38,52,33,61,40,34,75,45,44,34,41,56,38,70,-39,28,-6,18,-8,5,2,-36,1,1,2,45.875,50.375,-4.5,0,0,-4.5,14.573377554065267,10.073377554065267,22.056745000112777,28.0,-39.0,0,2.0794415416798357
41,50,35,46,78,36,56,33,67,37,47,28,28,46,19,41,-26,13,-12,18,50,-10,37,-8,0,1,5,46.875,39.125,7.75,1,1,-7.75,14.913081505845799,7.163081505845799,24.661457783350926,50.0,-26.0,0,2.0794415416798357
40,37,48,27,32,75,52,56,38,22,21,44,28,68,43,42,2,15,27,-17,4,7,9,14,0,1,5,45.875,38.25,7.625,1,1,-7.625,15.294743105612028,7.669743105612028,11.85261047195933,27.0,-17.0,6,2.0794415416798357
63,42,12,46,55,41,49,49,34,24,22,64,60,48,40,36,29,18,-10,-18,-5,-7,9,13,0,1,3,44.625,41.0,3.625,1,1,-3.625,14.8018861410745,11.1768861410745,15.032776689620583,29.0,-18.0,0,2.0794415416798357
51,59,36,48,57,65,20,39,42,81,52,41,50,39,39,63,9,-22,-16,7,7,26,-19,-24,1,0,3,46.875,50.875,-4.0,0,1,-4.0,14.324221910223722,10.324221910223722,17.334935823359714,26.0,-24.0,0,1.9061547465398496
42,35,33,65,73,42,62,50,33,69,38,21,32,44,42,57,9,-34,-5,44,41,-2,20,-7,0,1,3,50.25,42.0,8.25,1,1,-8.25,15.072602075731096,6.822602075731096,24.462982238476158,44.0,-34.0,0,2.0794415416798357
81,51,55,41,56,31,47,39,25,57,69,60,72,56,50,45,56,-6,-14,-19,-16,-25,-3,-6,1,0,3,50.125,54.25,-4.125,0,1,-4.125,14.602368529340254,10.477368529340254,23.766770394818057,56.0,-25.0,-6,1.9061547465398496
75,28,59,58,48,49,62,39,45,55,20,59,64,36,29,44,30,-27,39,-1,-16,13,33,-5,0,0,3,52.25,44.0,8.25,1,0,-8.25,14.983880227319847,6.7338802273198475,22.76373211931646,39.0,-27.0,0,2.0794415416798357
45,31,42,55,18,57,25,52,55,60,44,62,38,19,29,53,-10,-29,-2,-7,-20,38,-4,-1,1,0,3,40.625,45.0,-4.375,0,1,-4.375,14.629735700506235,10.254735700506235,18.37755084335233,38.0,-29.0,-6,2.0794415416798357
70,43,61,74,46,67,39,39,60,39,47,73,43,57,27,64,10,4,14,1,3,10,12,-25,0,1,6,54.875,51.25,3.625,1,1,-3.625,14.433612391451652,10.808612391451652,11.650509645504783,14.0,-25.0,6,1.9061547465398496
28,49,58,62,72,57,37,63,78,47,35,60,57,43,36,38,-50,2,23,2,15,14,1,25,0,1,5,53.25,49.25,4.0,1,1,-4.0,14.364307617610162,10.364307617610162,22.237355957937087,25.0,-50.0,6,1.9061547465398496
61,45,52,24,52,65,68,38,54,44,64,37,58,29,18,43,7,1,-12,-13,-6,36,50,-5,0,1,5,50.625,43.375,7.25,1,1,-7.25,14.997777613144333,7.747777613144333,21.79306082219751,50.0,-13.0,0,2.0794415416798357
77,32,58,42,36,39,42,33,27,27,27,49,48,16,63,37,50,5,31,-7,-12,23,-21,-4,0,1,6,44.875,36.75,8.125,1,1,-8.125,15.462723994605003,7.337723994605003,22.740039028110747,50.0,-21.0,0,2.0794415416798357
45,63,35,47,42,17,37,17,33,42,49,25,53,61,35,71,12,21,-14,22,-11,-44,2,-54,1,1,2,37.875,46.125,-8.25,0,0,-8.25,15.470401847829724,7.220401847829724,26.686841326766267,22.0,-54.0,0,2.0794415416798357
61,44,24,62,62,47,31,54,36,40,23,59,56,25,64,47,25,4,1,3,6,22,-33,7,0,1,3,48.125,43.75,4.375,1,1,-4.375,14.639985200356818,10.264985200356818,16.415979258027832,25.0,-33.0,6,2.0794415416798357
67,51,37,25,60,39,40,25,43,57,58,60,43,20,33,62,24,-6,-21,-35,17,19,7,-37,1,0,4,43.0,47.0,-4.0,0,1,-4.0,14.773850773128402,10.773850773128402,22.96192500641007,24.0,-37.0,0,2.0794415416798357
54,42,70,28,53,41,25,47,38,83,55,46,51,62,55,36,16,-41,15,-18,2,-21,-30,11,1,0,3,45.0,53.25,-8.25,0,1,-8.25,14.867750334196495,6.617750334196495,20.638253317565418,16.0,-41.0,0,2.0794415416798357
64,37,48,52,30,17,28,41,61,48,67,61,36,21,40,52,3,-11,-19,-9,-6,-4,-12,-11,1,0,5,39.625,48.25,-8.625,0,1,-8.625,15.307813908807054,6.682813908807054,6.0608889612003285,3.0,-19.0,-6,1.9061547465398496
47,52,63,55,35,29,33,69,43,44,43,71,51,33,51,17,4,8,20,-16,-16,-4,-18,52,0,1,4,47.875,44.125,3.75,1,1,-3.75,14.656056768449009,10.906056768449009,22.145823534021037,52.0,-18.0,0,1.9061547465398496
24,53,55,45,24,28,49,59,52,68,23,48,43,43,54,72,-28,-15,32,-3,-19,-15,-5,-13,1,1,3,42.125,50.375,-8.25,0,0,-8.25,15.079787796915447,6.829787796915447,16.872685026396955,32.0,-28.0,-6,1.9061547465398496
78,64,58,54,35,59,30,52,46,19,57,42,33,52,69,49,32,45,1,12,2,7,-39,3,0,0,4,53.75,45.875,7.875,1,0,-7.875,15.306725101514475,7.431725101514475,23.13243123841504,45.0,-39.0,6,2.0794415416798357
25,53,35,53,33,59,20,25,39,55,61,57,45,27,24,60,-14,-2,-26,-4,-12,32,-4,-35,1,0,3,37.875,46.0,-8.125,0,1,-8.125,14.98652172231213,6.86152172231213,18.61744813340432,32.0,-35.0,-6,1.9061547465398496
54,57,23,37,32,47,62,66,26,28,32,28,45,59,65,31,28,29,-9,9,-13,-12,-3,35,0,1,3,47.25,39.25,8.0,1,1,-8.0,15.334057953892483,7.334057953892483,18.78163997099295,35.0,-13.0,0,2.0794415416798357
44,55,15,49,57,47,49,25,31,27,38,47,56,72,54,52,13,28,-23,2,1,-25,-5,-27,1,0,4,42.625,47.125,-4.5,0,1,-4.5,14.453949863849212,9.953949863849212,18.384776310850235,28.0,-27.0,0,2.0794415416798357
30,66,51,50,25,29,47,59,52,85,39,45,45,60,44,54,-22,-19,12,5,-20,-31,3,5,1,0,5,44.625,53.0,-8.375,0,1,-8.375,14.927463504114376,6.552463504114376,15.198170120116435,12.0,-31.0,0,1.9061547465398496
82,53,49,34,63,42,39,48,70,24,30,42,58,45,50,56,12,29,19,-8,5,-3,-11,-8,0,0,5,51.25,46.875,4.375,1,0,-4.375,14.830008990781721,10.455008990781721,13.582502530829876,29.0,-11.0,0,1.9061547465398496
