subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft,EV_left,EV_right,EV_diff,normative_choice,is_correct,complexity_diff,complexity_sd,complexity,pair_diff_std,pair_diff_max,pair_diff_min,pair_winner_balance,pair_diff_entropy
12,48,27,58,33,25,56,28,23,41,49,33,58,38,77,42,40,0,37.25,47.25,-10.0,0,1,-10.0,14.767080505863936,4.767080505863936,16.1167614612862,25.0,-25.0,-4,2.0794415416798357
12,20,22,59,46,40,23,35,47,37,30,51,62,55,53,61,23,0,36.5,46.5,-10.0,0,1,-10.0,14.800900873482894,4.8009008734828935,16.77050983124842,24.0,-30.0,-4,2.0794415416798357
12,62,31,56,64,34,75,49,38,35,20,33,38,43,45,72,41,0,51.125,40.875,10.25,1,0,-10.25,15.714112553158493,5.464112553158493,18.48479104561369,30.0,-23.0,2,2.0794415416798357
12,75,84,56,49,36,54,49,62,63,37,71,59,39,44,29,47,1,58.125,48.625,9.5,1,1,-9.5,15.187165634179408,5.687165634179408,18.33712082089225,47.0,-15.0,2,2.0794415416798357
12,44,43,18,70,52,39,56,38,55,59,49,45,86,65,32,49,0,45.0,55.0,-10.0,0,1,-10.0,15.899685531481433,5.899685531481433,21.482551058940835,25.0,-34.0,-4,1.9061547465398496
12,34,48,40,77,62,69,37,60,54,58,32,34,16,56,47,57,1,53.375,44.25,9.125,1,1,-9.125,15.812310604926362,6.6873106049263615,22.751030196454842,46.0,-20.0,2,1.9061547465398496
12,43,84,39,40,50,57,40,49,60,22,35,44,38,30,70,36,1,50.25,41.875,8.375,1,1,-8.375,15.51974548760385,7.144745487603849,26.329344370872587,62.0,-30.0,2,2.0794415416798357
12,39,40,46,62,55,69,38,25,74,48,54,82,53,66,51,33,0,46.75,57.625,-10.875,0,1,-10.875,15.565854725434557,4.690854725434557,11.472112926571112,3.0,-35.0,-4,1.6674619334292946
12,54,73,68,45,37,42,74,52,40,35,39,38,61,74,33,39,0,55.625,44.875,10.75,1,0,-10.75,15.062093701297528,4.312093701297528,25.13836709096277,41.0,-32.0,4,2.0794415416798357
12,65,24,68,51,57,60,63,35,64,37,36,46,62,17,29,48,1,52.875,42.375,10.5,1,1,-10.5,16.194134740701646,5.694134740701646,21.02379604162864,43.0,-13.0,2,1.9061547465398496
12,49,50,21,60,50,70,42,35,72,66,35,42,80,46,65,56,0,47.125,57.75,-10.625,0,1,-10.625,15.794381912566253,5.169381912566253,18.867548197897893,24.0,-30.0,-4,1.9061547465398496
12,59,49,28,47,44,59,58,79,85,75,59,38,49,69,69,52,0,52.875,62.0,-9.125,0,1,-9.125,15.305636216766684,6.180636216766684,18.3809514171601,27.0,-31.0,-4,1.9061547465398496
12,19,47,46,37,16,47,20,52,53,35,49,66,34,62,27,31,0,35.5,44.625,-9.125,0,1,-9.125,15.110564736854366,5.985564736854366,17.758360707002208,21.0,-34.0,-4,2.0794415416798357
12,40,62,63,60,58,49,20,56,26,64,56,23,25,29,44,50,1,51.0,39.625,11.375,1,1,-11.375,15.919458742892822,4.544458742892822,18.316232554758635,37.0,-24.0,4,2.0794415416798357
12,72,61,64,36,40,40,74,40,79,72,73,60,32,70,76,52,0,53.375,64.25,-10.875,0,1,-10.875,16.306312683538646,5.431312683538646,11.140438725651697,8.0,-30.0,-6,2.0794415416798357
12,51,29,73,42,54,39,29,58,63,23,66,50,62,62,69,68,0,46.875,57.875,-11.0,0,1,-11.0,15.73478100684383,4.73478100684383,14.221462653327892,7.0,-40.0,-4,1.9061547465398496
12,42,59,42,65,67,53,35,26,44,77,78,75,50,55,45,45,0,48.625,58.625,-10.0,0,1,-10.0,15.431029345661509,5.431029345661509,14.482748357960238,17.0,-36.0,-6,1.7328679513998633
12,77,41,50,29,37,36,33,38,52,25,61,65,35,56,61,61,0,42.625,52.0,-9.375,0,1,-9.375,15.080754844060912,5.7057548440609125,20.346605982325407,25.0,-36.0,-2,2.0794415416798357
12,22,42,64,36,44,68,60,42,28,63,40,27,19,40,29,50,1,47.25,37.0,10.25,1,1,-10.25,15.396428157205813,5.146428157205813,18.46449295269166,31.0,-21.0,2,2.0794415416798357
12,62,20,47,43,60,67,34,41,54,25,23,45,56,23,30,27,1,46.75,35.375,11.375,1,1,-11.375,15.575488221347456,4.200488221347456,14.991143218580763,44.0,-5.0,4,1.9061547465398496
12,62,47,44,51,17,42,37,25,33,39,32,53,53,43,74,66,0,40.625,49.125,-8.5,0,1,-8.5,14.943783545898498,6.443783545898498,24.550967394381836,29.0,-41.0,-2,2.0794415416798357
12,69,37,20,49,40,53,39,54,59,85,49,40,43,57,43,65,0,45.125,55.125,-10.0,0,1,-10.0,15.178383752341134,5.178383752341134,18.33030277982336,10.0,-48.0,-4,1.9061547465398496
12,64,50,42,56,17,47,34,39,67,55,41,49,59,27,55,78,0,43.625,53.875,-10.25,0,1,-10.25,15.407790237409127,5.157790237409127,20.522853115490545,20.0,-42.0,-2,2.0794415416798357
12,35,76,62,73,61,51,68,86,66,73,30,64,50,40,56,57,1,64.0,54.5,9.5,1,1,-9.5,15.303594349041012,5.803594349041012,17.95828499606797,32.0,-31.0,6,1.9061547465398496
12,20,55,37,19,31,37,59,53,67,54,48,41,55,27,65,28,0,38.875,48.125,-9.25,0,1,-9.25,15.603418428878546,6.3534184288785465,20.81916184672188,25.0,-47.0,-2,2.0794415416798357
12,50,90,58,38,63,58,62,51,37,21,39,70,56,57,59,50,1,58.75,48.625,10.125,1,1,-10.125,15.632098387612587,5.5070983876125865,26.35069970607991,69.0,-32.0,6,1.9061547465398496
12,27,61,54,50,54,78,67,44,51,54,37,39,32,64,63,22,1,54.375,45.25,9.125,1,1,-9.125,15.428193888678825,6.303193888678825,13.914358591038251,22.0,-24.0,6,1.9061547465398496
12,48,20,68,64,57,53,62,47,56,59,50,34,54,22,22,38,1,52.375,41.875,10.5,1,1,-10.5,15.5,5.0,23.921747427811372,40.0,-39.0,4,2.0794415416798357
12,58,41,59,51,31,67,24,38,26,47,28,27,22,34,65,42,1,46.125,36.375,9.75,1,1,-9.75,15.05323885414697,5.30323885414697,24.247422543437477,33.0,-41.0,2,2.0794415416798357
12,27,55,42,45,67,39,75,49,39,56,28,25,28,69,41,31,1,49.875,39.625,10.25,1,1,-10.25,15.897588915723457,5.647588915723457,21.798795838302627,39.0,-30.0,2,2.0794415416798357
12,44,46,49,48,74,69,63,29,55,79,75,55,77,40,65,45,0,52.75,61.375,-8.625,0,1,-8.625,15.057528571006156,6.432528571006156,17.499553565734185,29.0,-33.0,-6,2.0794415416798357
12,52,68,35,69,73,87,55,70,83,49,51,43,50,47,37,64,1,63.625,53.0,10.625,1,1,-10.625,15.589392761319045,4.964392761319045,21.90854570709795,40.0,-31.0,4,2.0794415416798357
12,51,66,30,34,23,28,38,52,36,49,45,61,74,63,47,28,1,40.25,50.375,-10.125,0,0,-10.125,15.282751715577925,5.157751715577925,25.325074037404114,24.0,-51.0,-2,2.0794415416798357
12,39,77,46,66,67,59,46,39,65,40,32,24,61,42,51,34,0,54.875,43.625,11.25,1,0,-11.25,15.026643005009468,3.7766430050094684,20.516761440344332,42.0,-26.0,4,2.0794415416798357
12,55,67,68,22,59,68,53,62,47,66,46,25,49,72,34,35,1,56.75,46.75,10.0,1,1,-10.0,15.92273008417003,5.9227300841700306,10.977249200050075,27.0,-4.0,4,2.0794415416798357
12,39,57,63,32,21,35,53,49,46,45,60,79,48,44,66,36,0,43.625,53.0,-9.375,0,1,-9.375,14.531431450480024,5.156431450480024,18.89403014181993,13.0,-47.0,-2,2.0794415416798357
12,63,49,23,49,76,50,40,60,78,68,66,46,73,68,57,34,0,51.25,61.25,-10.0,0,1,-10.0,15.682261741640882,5.6822617416408825,19.176808910765107,26.0,-43.0,-2,1.9061547465398496
12,64,61,46,45,48,32,68,78,68,50,85,51,58,64,86,54,0,55.25,64.5,-9.25,0,1,-9.25,14.95716104970013,5.7071610497001295,19.472737352514155,24.0,-39.0,-4,2.0794415416798357
12,77,39,43,60,40,31,55,43,54,22,20,37,32,36,63,46,0,48.5,38.75,9.75,1,0,-9.75,15.182775328202242,5.432775328202242,12.636751956100111,23.0,-8.0,2,1.6674619334292946
12,55,41,78,71,39,42,51,41,59,52,53,73,50,50,91,71,0,52.25,62.375,-10.125,0,1,-10.125,15.247814050982303,5.122814050982303,18.13448027929116,25.0,-40.0,-6,1.9061547465398496
12,33,50,20,53,42,60,30,27,31,45,44,78,38,55,57,49,0,39.375,49.625,-10.25,0,1,-10.25,14.678782874157744,4.4287828741577435,14.333091083224163,5.0,-27.0,0,1.9061547465398496
12,31,53,31,64,60,63,66,67,35,38,68,34,56,38,28,59,1,54.375,44.5,9.875,1,1,-9.875,15.121590524809221,5.246590524809221,22.019522587921838,38.0,-37.0,4,2.0794415416798357
12,54,29,75,48,35,31,52,45,21,24,28,34,60,22,56,49,1,46.125,36.75,9.375,1,1,-9.375,15.71822190961815,6.3432219096181495,21.076868244594593,47.0,-25.0,2,1.9061547465398496
12,50,43,33,34,81,58,37,48,60,67,29,69,49,68,55,73,0,48.0,58.75,-10.75,0,1,-10.75,15.662588121593016,4.912588121593016,19.57517560585345,32.0,-35.0,-4,1.9061547465398496
12,57,70,46,32,27,41,32,29,47,58,41,61,41,69,66,26,0,41.75,51.125,-9.375,0,1,-9.375,15.29692234841157,5.92192234841157,17.860133678111147,12.0,-34.0,0,2.0794415416798357
12,36,43,67,40,65,73,55,66,62,85,63,51,76,83,50,50,0,55.625,65.0,-9.375,0,1,-9.375,14.768068029818028,5.3930680298180285,17.233234606422556,16.0,-42.0,-2,1.9061547465398496
12,77,48,50,50,76,74,36,67,38,31,47,76,30,57,57,58,1,59.75,49.25,10.5,1,1,-10.5,16.1203804752452,5.620380475245199,23.822258499143192,46.0,-26.0,4,1.9061547465398496
12,51,39,55,16,37,38,50,65,36,59,51,43,74,44,71,41,0,43.875,52.375,-8.5,0,1,-8.5,14.709973940606874,6.209973940606874,20.043702252827444,24.0,-37.0,-2,2.0794415416798357
12,18,47,50,65,28,27,31,46,52,59,27,50,53,81,38,42,0,39.0,50.25,-11.25,0,1,-11.25,16.284450661085664,5.034450661085664,24.102645083060903,23.0,-54.0,-2,2.0794415416798357
12,17,35,42,45,35,68,48,47,37,48,50,67,23,61,67,65,0,42.125,52.25,-10.125,0,1,-10.125,15.629965877548592,5.504965877548592,12.118554988116363,12.0,-22.0,-4,2.0794415416798357
12,55,24,68,41,36,59,60,30,33,43,55,32,15,57,20,39,1,46.625,36.75,9.875,1,1,-9.875,15.831271795616,5.956271795616001,17.4673803130292,40.0,-19.0,4,2.0794415416798357
12,47,33,70,41,29,50,26,43,72,39,68,63,61,49,45,28,0,42.375,53.125,-10.75,0,1,-10.75,15.259969418929602,4.509969418929602,15.14719445970111,15.0,-32.0,-2,2.0794415416798357
12,41,54,55,82,42,32,52,40,67,35,61,83,57,53,42,68,0,49.75,58.25,-8.5,0,1,-8.5,15.388307249337076,6.8883072493370765,15.992185591719476,19.0,-28.0,-4,2.0794415416798357
12,62,55,50,35,74,48,66,27,81,61,30,63,79,55,62,61,0,52.125,61.5,-9.375,0,1,-9.375,15.913175882477598,6.5381758824775975,16.293691263799005,20.0,-34.0,-4,2.0794415416798357
12,37,51,38,59,49,67,75,70,33,42,40,66,50,70,44,23,1,55.75,46.0,9.75,1,1,-9.75,15.431029345661509,5.681029345661509,17.92170471802278,47.0,-7.0,0,2.0794415416798357
12,59,64,64,61,31,47,31,38,38,80,65,59,59,79,59,48,0,49.375,60.875,-11.5,0,1,-11.5,15.068178390236824,3.568178390236824,17.08800749063506,21.0,-32.0,-4,1.9061547465398496
12,61,58,25,58,39,39,25,48,75,44,70,46,44,53,64,33,1,44.125,53.625,-9.5,0,0,-9.5,14.903578988506977,5.403578988506977,21.811694111187236,15.0,-45.0,-2,1.9061547465398496
12,46,88,55,41,74,48,60,59,32,53,56,61,56,47,70,25,1,58.875,50.0,8.875,1,1,-8.875,15.431434368413932,6.556434368413932,18.61744813340432,35.0,-20.0,2,2.0794415416798357
12,52,60,29,62,28,43,42,68,46,47,84,67,45,75,48,52,0,48.0,58.0,-10.0,0,1,-10.0,15.479018056711478,5.479018056711478,22.52776065213762,16.0,-55.0,-2,2.0794415416798357
12,67,72,43,30,38,55,52,63,56,21,37,38,43,34,68,42,0,52.5,42.375,10.125,1,0,-10.125,14.926346952062092,4.801346952062092,19.889931498122362,51.0,-16.0,2,1.9061547465398496
12,60,60,28,36,24,59,35,48,33,71,73,45,42,63,57,43,0,43.75,53.375,-9.625,0,1,-9.625,15.161216969623514,5.5362169696235135,19.569986586607566,27.0,-45.0,-4,2.0794415416798357
12,44,45,51,31,50,32,35,78,38,60,75,52,70,35,43,65,0,45.75,54.75,-9.0,0,1,-9.0,15.334057953892483,6.334057953892483,12.609520212918492,13.0,-24.0,-4,2.0794415416798357
12,42,31,48,17,60,39,49,24,61,29,37,39,42,53,77,53,0,38.75,48.875,-10.125,0,1,-10.125,15.201836511860444,5.076836511860444,16.936923421920522,18.0,-29.0,-2,2.0794415416798357
12,43,35,52,31,18,32,64,54,40,61,55,43,76,46,59,32,1,41.125,51.5,-10.375,0,0,-10.375,14.996527375807151,4.621527375807151,22.488538747548716,22.0,-58.0,-2,2.0794415416798357
12,59,54,28,23,64,38,45,53,74,52,49,42,50,35,74,68,0,45.5,55.5,-10.0,0,1,-10.0,15.165750888103101,5.165750888103101,13.70218960604472,14.0,-29.0,-2,1.9061547465398496
12,67,34,45,30,61,34,25,43,62,36,62,40,33,59,53,73,0,42.375,52.25,-9.875,0,1,-9.875,15.049778514427823,5.174778514427823,18.47591337390387,28.0,-30.0,-4,2.0794415416798357
12,59,39,15,44,40,21,47,34,49,34,56,56,66,32,67,30,0,37.375,48.75,-11.375,0,1,-11.375,15.26856793110168,3.89356793110168,16.309027408156503,10.0,-41.0,-2,2.0794415416798357
12,37,61,54,35,42,65,24,58,47,51,69,38,60,82,62,37,0,47.0,55.75,-8.75,0,1,-8.75,15.235375501334605,6.485375501334605,17.027551203857822,21.0,-38.0,-4,2.0794415416798357
12,49,62,77,75,74,58,40,81,39,71,49,40,57,79,54,45,1,64.5,54.25,10.25,1,1,-10.25,15.028306624500313,4.778306624500313,21.129067655720164,36.0,-21.0,2,2.0794415416798357
12,55,39,41,48,70,36,68,29,61,67,66,29,57,48,72,77,0,48.25,59.625,-11.375,0,1,-11.375,15.741532115182858,4.366532115182858,20.62727260206739,19.0,-48.0,-4,2.0794415416798357
12,18,50,59,49,36,54,43,66,21,37,48,26,62,45,27,24,1,46.875,36.25,10.625,1,1,-10.625,15.161216969623514,4.5362169696235135,18.37755084335233,42.0,-26.0,4,2.0794415416798357
12,64,18,37,49,27,48,42,61,62,53,48,34,53,86,48,55,0,43.25,54.875,-11.625,0,1,-11.625,16.00195300580526,4.376953005805259,18.323055831383584,15.0,-38.0,-2,2.0794415416798357
12,74,51,55,84,88,55,48,72,36,45,74,42,43,70,69,60,1,65.875,54.875,11.0,1,1,-11.0,15.840349322747484,4.840349322747484,26.153393661244042,45.0,-21.0,2,2.0794415416798357
12,54,52,73,58,52,76,92,54,64,33,69,66,49,57,33,55,1,63.875,53.25,10.625,1,1,-10.625,14.979847573768344,4.354847573768344,20.886224527185377,59.0,-10.0,2,1.9061547465398496
12,68,49,32,63,51,38,45,71,50,16,56,30,59,45,42,36,1,52.125,41.75,10.375,1,1,-10.375,14.689990923527942,4.314990923527942,21.10650077582734,35.0,-24.0,2,1.9061547465398496
12,39,47,30,34,36,48,51,75,43,55,69,65,71,59,58,23,0,45.0,55.375,-10.375,0,1,-10.375,15.462723994605003,5.087723994605003,26.9255338851433,52.0,-39.0,-6,2.0794415416798357
12,61,15,40,40,55,50,28,41,65,39,50,38,83,56,38,43,0,41.25,51.5,-10.25,0,1,-10.25,15.777093099385155,5.527093099385155,9.871043511199817,2.0,-28.0,-6,1.9061547465398496
12,34,71,45,37,66,45,68,42,44,50,30,23,30,38,72,41,1,51.0,41.0,10.0,1,1,-10.0,15.444524380288742,5.444524380288742,13.80217374184226,36.0,-10.0,4,2.0794415416798357
12,35,38,76,37,40,31,47,29,45,53,84,63,31,44,52,48,0,41.625,52.5,-10.875,0,1,-10.875,15.81336460086847,4.93836460086847,9.713875385241463,9.0,-26.0,-6,2.0794415416798357
12,52,51,57,30,77,66,42,56,77,54,62,91,41,59,62,59,0,53.875,63.125,-9.25,0,1,-9.25,14.922019523732928,5.672019523732928,26.099568961957974,36.0,-61.0,-4,1.9061547465398496
12,51,25,65,50,69,64,61,37,39,24,66,48,24,48,38,55,0,52.75,42.75,10.0,1,0,-10.0,15.32536024590178,5.325360245901781,17.621010186706094,45.0,-18.0,4,2.0794415416798357
12,48,34,26,45,70,63,65,39,57,36,35,28,18,24,41,60,1,48.75,37.375,11.375,1,1,-11.375,16.00195300580526,4.626953005805259,24.1398917768908,52.0,-21.0,0,1.9061547465398496
12,35,50,71,59,53,50,25,31,36,28,41,37,33,19,66,26,0,46.75,35.75,11.0,1,0,-11.0,15.338404958360783,4.338404958360783,22.271057451320086,31.0,-41.0,4,1.9061547465398496
12,31,57,66,73,36,55,50,62,64,56,85,48,74,42,72,68,0,53.75,63.625,-9.875,0,1,-9.875,14.745479533289743,4.870479533289743,20.702883253305565,25.0,-38.0,-2,2.0794415416798357
12,36,60,65,53,24,71,61,59,70,90,60,73,54,65,51,46,0,53.625,63.625,-10.0,0,1,-10.0,15.3747628708001,5.374762870800099,18.993419913222578,13.0,-34.0,0,1.9061547465398496
12,69,53,38,32,32,67,64,45,35,71,44,67,59,60,78,56,0,50.0,58.75,-8.75,0,1,-8.75,14.961617559608987,6.211617559608987,20.073303166145823,34.0,-35.0,-4,2.0794415416798357
12,45,17,69,49,33,38,51,36,71,31,63,42,67,41,48,56,0,42.25,52.375,-10.125,0,1,-10.125,15.13370961353054,5.00870961353054,14.623931584905613,7.0,-34.0,-2,2.0794415416798357
12,42,67,41,39,40,45,31,16,44,54,26,40,57,42,76,63,0,40.125,50.25,-10.125,0,1,-10.125,15.30236909762668,5.177369097626681,22.668466533932108,15.0,-47.0,-2,2.0794415416798357
12,59,47,26,43,65,29,26,29,56,28,75,51,37,57,48,43,0,40.5,49.375,-8.875,0,1,-8.875,15.066380896994916,6.191380896994916,23.592570334747336,28.0,-49.0,-2,2.0794415416798357
12,54,47,35,81,59,32,55,66,51,63,72,75,35,75,66,82,0,53.625,64.875,-11.25,0,1,-11.25,16.200823024361036,4.950823024361036,20.79513164180501,24.0,-43.0,-2,1.9061547465398496
12,77,41,58,74,66,46,61,82,26,43,67,45,69,64,47,55,1,63.125,52.0,11.125,1,1,-11.125,15.235785725280683,4.110785725280683,21.779792813523272,51.0,-18.0,0,2.0794415416798357
12,43,38,26,64,64,63,61,35,64,52,43,66,55,68,90,50,0,49.25,61.0,-11.75,0,1,-11.75,15.726304927307835,3.976304927307835,11.166355717063647,9.0,-29.0,-6,2.0794415416798357
12,45,31,31,33,69,36,60,53,66,29,50,71,52,60,63,37,0,44.75,53.5,-8.75,0,1,-8.75,14.764258644894207,6.014258644894207,18.599395151455866,17.0,-38.0,-2,2.0794415416798357
12,35,69,58,21,51,46,43,50,19,36,56,43,35,31,55,20,1,46.625,36.875,9.75,1,1,-9.75,14.653782219390779,4.903782219390779,18.019087102292392,33.0,-22.0,4,1.9061547465398496
12,46,73,56,32,55,23,39,37,35,57,46,81,75,54,49,54,0,45.125,56.375,-11.25,0,1,-11.25,16.01873902652765,4.768739026527651,21.258821698297393,16.0,-49.0,-2,2.0794415416798357
12,46,44,56,74,26,70,50,47,40,50,52,22,72,40,30,34,0,51.625,42.5,9.125,1,0,-9.125,15.575488221347456,6.450488221347456,26.718146923018445,52.0,-46.0,4,2.0794415416798357
12,53,33,68,51,39,31,29,27,37,41,73,45,62,27,59,64,0,41.375,51.0,-9.625,0,1,-9.625,15.484266207993196,5.859266207993196,17.513833817870946,16.0,-37.0,-2,2.0794415416798357
12,37,61,55,61,60,82,71,85,70,60,51,54,62,68,29,39,1,64.0,54.125,9.875,1,1,-9.875,15.185382225460554,5.310382225460554,23.59786801810706,46.0,-33.0,4,2.0794415416798357
12,51,59,66,49,48,80,44,83,59,58,52,62,60,29,31,65,1,60.0,52.0,8.0,1,1,-8.0,14.63329536821195,6.63329536821195,19.862024066041204,51.0,-13.0,2,2.0794415416798357
12,66,69,66,79,45,61,48,36,52,44,57,44,22,59,68,34,1,58.75,47.5,11.25,1,1,-11.25,15.217862311551295,3.967862311551295,16.013666038730793,35.0,-20.0,6,1.9061547465398496
12,46,41,31,53,67,40,80,46,67,40,75,54,62,65,43,80,1,50.5,60.75,-10.25,0,0,-10.25,15.521490478258416,5.271490478258416,24.27318479310039,37.0,-44.0,-2,2.0794415416798357
12,70,17,41,35,29,41,38,28,38,48,48,57,72,56,23,34,0,37.375,47.0,-9.625,0,1,-9.625,15.651277903097881,6.026277903097881,22.67122350028776,32.0,-43.0,-4,2.0794415416798357
12,17,31,38,54,47,65,32,52,65,55,29,41,62,73,37,51,0,42.0,51.625,-9.625,0,1,-9.625,15.544425581753307,5.919425581753307,18.384351361959986,13.0,-48.0,-2,2.0794415416798357
12,69,45,80,43,59,46,40,52,36,40,39,46,32,35,58,74,0,54.25,45.0,9.25,1,0,-9.25,14.504596972454399,5.254596972454399,21.72987574745884,41.0,-22.0,2,2.0794415416798357
12,58,31,62,43,48,68,47,74,56,61,50,82,59,80,40,69,0,53.875,62.125,-8.25,0,1,-8.25,14.445299120013633,6.195299120013633,17.188295436139093,12.0,-39.0,0,2.0794415416798357
12,58,63,42,21,61,30,57,39,46,37,31,30,33,68,40,16,1,46.375,37.625,8.75,1,1,-8.75,15.534906930308058,6.784906930308058,20.783106120115924,28.0,-38.0,4,2.0794415416798357
12,33,33,53,24,38,33,59,63,79,50,56,34,62,49,33,52,1,42.0,51.875,-9.875,0,0,-9.875,14.982072620301906,5.107072620301906,20.502667509375456,26.0,-46.0,-4,2.0794415416798357
12,44,39,25,63,42,46,67,28,54,70,74,60,57,30,41,46,1,44.25,54.0,-9.75,0,0,-9.75,15.121177202850312,5.371177202850312,22.889681081220857,26.0,-49.0,-2,2.0794415416798357
12,59,53,26,63,30,49,26,45,68,48,53,23,56,48,67,63,0,43.875,53.25,-9.375,0,1,-9.375,14.98429733643412,5.609297336434119,23.489026693330654,40.0,-41.0,-2,2.0794415416798357
12,41,37,26,71,59,38,32,44,62,72,42,61,62,32,62,35,0,43.5,53.5,-10.0,0,1,-10.0,15.200877167672484,5.200877167672484,16.76305461424021,10.0,-35.0,-2,2.0794415416798357
12,63,46,43,47,32,71,67,67,75,51,53,82,41,72,78,76,0,54.5,66.0,-11.5,0,1,-11.5,15.468247045695472,3.968247045695472,9.486832980505138,-1.0,-35.0,-8,1.9061547465398496
12,46,52,68,30,63,36,35,62,25,50,30,36,26,58,64,28,0,49.0,39.625,9.375,1,0,-9.375,15.278388876667156,5.903388876667156,25.17904634810461,38.0,-29.0,2,2.0794415416798357
12,18,20,18,34,38,44,53,55,55,28,41,24,41,61,52,61,0,35.0,45.375,-10.375,0,1,-10.375,15.21060485319371,4.8356048531937095,13.855842630457376,10.0,-37.0,-4,2.0794415416798357
12,37,58,68,26,61,47,27,45,44,70,40,66,77,49,42,54,0,46.125,55.25,-9.125,0,1,-9.125,15.080754844060912,5.9557548440609125,17.595720360360357,28.0,-40.0,-6,2.0794415416798357
12,56,34,31,27,61,54,57,28,55,82,47,55,52,34,34,66,1,43.5,53.125,-9.625,0,0,-9.625,15.623566600918412,5.998566600918412,25.144271216322814,23.0,-48.0,0,2.0794415416798357
12,46,36,81,62,61,59,40,66,50,57,44,43,65,50,15,43,1,56.375,45.875,10.5,1,1,-10.5,15.248497193712785,4.748497193712785,17.874562931719478,37.0,-21.0,2,1.9061547465398496
12,61,51,39,42,44,46,83,50,39,40,64,74,74,64,67,78,0,52.0,62.5,-10.5,0,1,-10.5,15.154757228892407,4.654757228892407,21.319005605327842,22.0,-32.0,-2,2.0794415416798357
12,58,82,84,61,70,49,67,37,50,38,50,58,65,76,58,32,1,63.5,53.375,10.125,1,1,-10.125,15.453020201026508,5.328020201026508,20.015228577260864,44.0,-27.0,6,1.9061547465398496
12,69,42,57,53,48,20,61,47,39,38,33,50,66,49,17,35,1,49.625,40.875,8.75,1,1,-8.75,14.789636010846694,6.039636010846694,22.730761095924613,44.0,-29.0,4,2.0794415416798357
12,35,15,51,33,40,29,26,60,34,38,54,43,77,37,61,37,1,36.125,47.625,-11.5,0,0,-11.5,15.392097539538485,3.8920975395384847,18.601075237738275,23.0,-37.0,-4,2.0794415416798357
12,62,30,49,20,51,43,38,23,56,68,58,45,28,35,45,69,0,39.5,50.5,-11.0,0,1,-11.0,15.301416056474425,4.301416056474425,22.293496809607955,23.0,-46.0,-2,2.0794415416798357
12,15,21,42,39,53,47,54,19,53,41,19,42,63,33,62,62,0,36.25,46.875,-10.625,0,1,-10.625,16.264352635954086,5.639352635954086,21.470546686100008,23.0,-43.0,-4,2.0794415416798357
12,25,24,45,32,64,37,30,15,24,35,31,69,41,59,49,47,0,34.0,44.375,-10.375,0,1,-10.375,15.415225157832326,5.040225157832326,20.074470727767643,23.0,-37.0,-2,2.0794415416798357
12,27,50,47,55,65,42,56,18,52,73,52,44,51,26,55,72,0,45.0,53.125,-8.125,0,1,-8.125,15.398998885208956,7.273998885208956,22.751030196454842,16.0,-54.0,0,2.0794415416798357
12,59,57,64,32,46,20,50,48,72,46,84,48,38,52,59,59,0,47.0,57.25,-10.25,0,1,-10.25,15.20471418124436,4.954714181244359,13.20747894187229,11.0,-32.0,-4,2.0794415416798357
12,48,53,65,55,73,35,56,31,58,37,33,44,63,21,27,49,0,52.0,41.5,10.5,1,0,-10.5,14.92871952535336,4.42871952535336,16.1245154965971,32.0,-18.0,4,2.0794415416798357
12,61,56,57,78,53,51,23,55,53,50,44,69,47,20,24,51,1,54.25,44.75,9.5,1,1,-9.5,15.794513815457147,6.294513815457147,8.958236433584458,31.0,-1.0,6,1.9061547465398496
12,50,61,41,31,74,65,68,58,48,38,64,37,52,70,25,49,1,56.0,47.875,8.125,1,1,-8.125,14.685451984872648,6.560451984872648,19.393539517065985,43.0,-23.0,2,2.0794415416798357
12,75,58,67,59,41,53,74,87,60,81,57,39,55,41,33,59,1,64.25,53.125,11.125,1,1,-11.125,15.477806692164107,4.352806692164107,19.585948406957474,41.0,-23.0,4,2.0794415416798357
12,26,59,29,33,56,34,48,22,33,64,38,55,52,71,36,38,0,38.375,48.375,-10.0,0,1,-10.0,14.614490525958589,4.614490525958589,14.247806848775006,12.0,-37.0,-4,2.0794415416798357
12,46,63,78,44,82,65,61,40,57,66,45,64,52,34,64,26,1,59.875,51.0,8.875,1,1,-8.875,15.405491445152494,6.530491445152494,19.541222454084085,33.0,-20.0,0,1.9061547465398496
12,31,69,29,55,25,39,23,36,29,70,55,34,62,37,45,57,0,38.375,48.625,-10.25,0,1,-10.25,15.688637076984518,5.438637076984518,17.956544767855537,21.0,-37.0,-2,1.9061547465398496
12,48,25,47,39,49,45,46,81,57,24,33,59,42,33,18,29,0,47.5,36.875,10.625,1,0,-10.625,15.702308747442205,5.0773087474422045,20.784233808346173,52.0,-20.0,4,2.0794415416798357
12,44,58,29,62,77,66,57,63,56,59,50,36,55,16,39,51,1,57.0,45.25,11.75,1,1,-11.75,15.239750654128171,3.489750654128171,21.241174637952582,50.0,-21.0,2,2.0794415416798357
